GST_ID_NO,Weight,GST_Cereal,GST_Other,GST_Total
411401101,1050,33,3149,3182
411401102,1050,40,9173,9213
411401201,1575,33,3317,3350
411401202,1575,44,2485,2528
411401203,1575,,1524,0
411401204,1575,36,1951,1987
411401301,1725,54,1280,1334
411401302,1725,19,778,797
411411101,4463,21,7195,7216
411411102,4463,28,15356,15384
411411103,4463,34,13698,13732
411411104,4463,46,21973,22018
411411201,466,32,2925,2957
411411202,466,32,5208,5241
411411203,466,56,4810,4867
411411204,466,22,3252,3273
411421101,30,40,7257,7297
411421102,30,86,14251,14338
411421201,38,15,2801,2816
411421202,38,44,2020,2064
411421203,38,40,4804,4844
411421204,38,28,1581,1608
411421301,60,16,765,781
411421302,60,79,1921,2000
411431101,143,8,706,714
411431102,143,99,81511,81609
411431201,254,31,993,1024
411431202,254,29,2565,2594
411431203,254,26,2735,2761
411431204,254,53,1393,1446
411431301,260,8,275,284
411431302,260,8,291,299
411441101,374,4,812,815
411441102,374,28,10086,10113
411441201,1776,68,2508,2576
411441202,1776,80,4030,4110
411441203,1776,74,12849,12923
411441204,1776,32,4743,4775
411441301,280,47,1746,1793
411441302,280,4,256,261
411451101,850,43,4684,4727
411451102,850,16,2404,2420
411451201,4760,33,4046,4079
411451202,4760,36,12045,12081
411451203,4760,,647,0
411451204,4760,12,1487,1499
411451301,1700,95,3678,3773
411451302,1700,58,1809,1867
411461101,3423,29,7015,7044
411461102,3423,42,8042,8085
411461201,3464,30,1932,1963
411461202,3464,30,3596,3625
411461203,3464,51,6427,6478
411461204,3464,18,2630,2648
411461301,2852,48,3539,3587
411461302,2852,28,2812,2840
411471101,324,28,2446,2474
411471102,324,63,7546,7609
411471201,944,39,3009,3048
411471202,944,52,1673,1725
411471203,944,49,10880,10929
411471204,944,26,1652,1678
411471301,266,10,2211,2221
411471302,266,40,1434,1473
411481101,223,14,1528,1542
411481102,223,66,19702,19768
411481201,203,30,3362,3392
411481202,203,19,2051,2069
411481203,203,14,3064,3078
411481204,203,21,3218,3239
411481301,258,25,1360,1385
411481302,258,23,1958,1981
411491101,87,45,6517,6562
411491102,87,87,4040,4127
411491201,130,71,2045,2116
411491202,130,63,4846,4908
411491203,130,62,1970,2032
411491204,130,38,6346,6384
411491301,22,71,1415,1486
411491302,22,58,1175,1232
411501101,510,40,4655,4695
411501102,510,54,7240,7295
411501201,9435,24,1776,1800
411501202,9435,10,2435,2445
411501203,9435,14,3280,3295
411501204,9435,9,688,697
411501301,2125,25,1309,1334
411501302,2125,28,1085,1113
411511101,531,63,7455,7518
411511102,531,52,7512,7564
411511201,1283,41,7855,7896
411511202,1283,52,7714,7766
411511203,1283,35,1018,1053
411511204,1283,26,1128,1153
411511301,384,25,1542,1567
411511302,384,37,1373,1410
411521101,608,70,9269,9339
411521102,608,40,6364,6404
411521201,1426,8,1406,1414
411521202,1426,6,1787,1793
411521203,1426,27,1862,1889
411521204,1426,17,1768,1785
411521301,2197,26,1790,1816
411521302,2197,27,2357,2384
411531101,163,114,9819,9933
411531201,2934,31,720,752
411531202,2934,28,644,672
411531301,9291,38,1553,1591
411532101,326,75,9287,9362
411532201,4890,14,494,509
411532202,4890,26,753,779
411532301,14344,55,1614,1669
411541101,273,,1543,0
411541102,273,88,8761,8848
411541201,88,7,1104,1111
411541202,88,,602,0
411541203,88,14,2167,2181
411541204,88,17,559,575
411541301,133,10,728,737
411541302,133,18,975,993
411551101,10,47,4715,4763
411551102,10,38,2901,2939
411551201,128,44,1744,1789
411551202,128,45,1930,1976
411551203,128,19,1102,1121
411551204,128,84,5797,5880
411551301,60,65,2312,2377
411551302,60,43,1348,1391
411561101,4036,35,3771,3806
411561102,4036,63,12397,12460
411561201,7180,89,4521,4611
411561202,7180,21,4370,4391
411561203,7180,67,6690,6757
411561204,7180,26,1831,1857
411561301,932,29,1661,1690
411561302,932,43,1294,1337
411571301,1530,,297,0
411571302,1530,,262,0
411571303,1530,2,268,270
411571304,1530,,280,0
411571305,1530,,327,0
411571306,1530,1,282,283
411571307,1530,,249,0
411571308,1530,2,335,337
411581101,169,47,7059,7105
411581102,169,46,5439,5484
411581201,396,35,1061,1097
411581202,396,21,1790,1811
411581203,396,97,8765,8862
411581204,396,73,3522,3595
411581301,416,16,942,958
411581302,416,19,981,1000
411591101,425,15,1578,1593
411591102,425,44,5548,5592
411591201,351,25,2069,2094
411591202,351,29,2731,2760
411591203,351,62,3023,3085
411591204,351,56,5404,5459
411591301,191,32,1601,1633
411591302,191,9,1017,1026
411601101,1840,42,5310,5353
411601102,1840,23,1578,1601
411601201,334,72,48101,48173
411601202,334,12,2264,2277
411601203,334,63,11649,11712
411601204,334,13,2322,2335
411601301,437,35,1066,1101
411601302,437,45,3518,3563
411611101,1060,36,3624,3660
411611102,1060,55,17770,17825
411611103,1060,41,9057,9098
411611104,1060,42,4078,4121
411611201,2323,28,1876,1904
411611202,2323,55,2603,2658
411611203,2323,35,1680,1715
411611204,2323,48,4412,4460
411621101,1530,69,9214,9283
411621102,1530,51,26480,26531
411621201,5142,65,7927,7992
411621202,5142,20,804,824
411621203,5142,24,3378,3403
411621204,5142,53,10109,10162
411621301,2295,53,2193,2246
411621302,2295,44,2035,2079
411631101,53,6,2355,2362
411631102,53,43,7920,7963
411631201,153,10,995,1005
411631202,153,42,7849,7891
411631203,153,37,1603,1640
411631204,153,8,3354,3362
411631301,341,50,2654,2704
411631302,341,22,1966,1988
411641201,55,24,1196,1219
411641202,55,20,619,638
411641203,55,23,1254,1276
411641204,55,9,321,329
411641205,55,10,832,841
411641206,55,9,331,340
411641301,85,67,1800,1867
411641302,85,37,1267,1304
411651101,338,53,7831,7884
411651102,338,45,12699,12744
411651201,1875,5,341,346
411651202,1875,20,4884,4904
411651203,1875,15,1957,1972
411651204,1875,33,1493,1525
411651301,562,28,1501,1529
411651302,562,26,1335,1360
411661101,117,31,2389,2420
411661102,117,68,7303,7371
411661201,526,29,2202,2231
411661202,526,62,3227,3289
411661203,526,28,1829,1857
411661204,526,5,745,750
411661301,195,18,806,825
411661302,195,17,1523,1540
411671101,233,62,8318,8380
411671102,233,84,6764,6848
411671201,2445,38,1141,1179
411671202,2445,5,668,673
411671203,2445,56,3991,4048
411671204,2445,90,5610,5700
411671301,932,54,1738,1792
411671302,932,34,2540,2573
411681101,293,77,6315,6393
411681102,293,56,2159,2215
411681201,1531,48,2237,2286
411681202,1531,38,1599,1637
411681203,1531,30,1352,1382
411681204,1531,53,2730,2784
411681301,1172,7,859,866
411681302,1172,30,2253,2283
411691101,865,10,1211,1222
411691102,865,40,35499,35539
411691103,865,11,948,960
411691104,865,,1038,0
411691201,912,,1308,0
411691202,912,,1089,0
411691203,912,2,1465,1467
411691204,912,,1237,0
411701101,173,18,734,752
411701102,173,69,5375,5445
411701201,557,27,687,714
411701202,557,90,6208,6298
411701203,557,41,2603,2644
411701204,557,75,2790,2865
411701301,186,22,1422,1444
411701302,186,38,1699,1737
411711101,509,50,4279,4330
411711102,509,60,21748,21808
411711201,435,29,1160,1189
411711202,435,21,5135,5156
411712101,536,56,6022,6078
411712102,536,60,4920,4980
411712201,1110,27,3074,3101
411712202,1110,41,5106,5147
411721101,731,83,23114,23197
411721102,731,66,21208,21274
411721103,731,77,23356,23433
411721104,731,57,18571,18629
411721201,4692,54,4364,4418
411721202,4692,19,851,869
411721203,4692,57,15368,15425
411721204,4692,49,2632,2681
411731101,2266,41,3254,3296
411731102,2266,48,1972,2020
411731201,6320,58,2135,2193
411731202,6320,74,2423,2497
411731203,6320,36,2438,2475
411731204,6320,38,1673,1712
411731301,1312,97,2132,2229
411731302,1312,55,1456,1511
411741101,441,23,2481,2503
411741102,441,24,1693,1717
411741103,441,21,1397,1418
411741104,441,21,1431,1452
411741201,1344,76,4102,4179
411741202,1344,52,3027,3079
411741203,1344,52,3767,3818
411741204,1344,93,3792,3886
411751101,621,80,87779,87859
411751102,621,30,20182,20212
411751201,1409,59,10136,10195
411751202,1409,24,2040,2064
411751203,1409,36,2295,2331
411751204,1409,24,2096,2120
411751301,96,42,1752,1794
411751302,96,32,1314,1347
411761101,231,12,1240,1251
411761102,231,9,1087,1096
411761201,10568,27,1522,1549
411761202,10568,51,1702,1754
411761203,10568,17,1396,1413
411761204,10568,53,2659,2712
411761301,2426,15,1024,1038
411761302,2426,23,1134,1157
411771101,354,39,3482,3521
411771102,354,26,4007,4033
411771201,874,20,1588,1609
411771202,874,16,1559,1575
411771203,874,39,4085,4124
411771204,874,18,3700,3718
411771301,398,44,5174,5219
411771302,398,3,248,251
411781101,390,59,3229,3288
411781102,390,81,3922,4002
411781201,240,46,2248,2294
411781202,240,3,528,530
411781203,240,24,2385,2408
411781204,240,4,2115,2119
411781301,44,106,3930,4036
411781302,44,22,474,496
411791101,348,42,11178,11220
411791102,348,13,1675,1688
411791103,348,56,21728,21784
411791104,348,92,15851,15942
411791201,666,14,1011,1025
411791202,666,63,6846,6910
411791203,666,37,3846,3883
411791204,666,104,9725,9829
411901101,151,49,23739,23788
411901102,151,95,21917,22012
411901103,151,66,15380,15446
411901201,4477,28,1956,1983
411901202,4477,17,1842,1859
411901203,4477,115,8172,8287
411901204,4477,34,4121,4155
411901205,4477,32,2755,2787
411911101,523,55,10445,10500
411911102,523,45,4830,4875
411911201,1588,,253,0
411911202,1588,,350,0
411911203,1588,,241,0
411911204,1588,,220,0
411911301,112,60,1936,1996
411911302,112,60,1088,1148
411921201,503,61,6035,6096
411921202,503,99,8754,8854
411921203,503,28,1440,1467
411921204,503,30,1954,1984
411921205,503,108,5846,5954
411921206,503,98,3804,3901
411921207,503,68,9269,9337
411921208,503,43,2430,2473
411931101,540,,1879,0
411931102,540,33,9335,9368
411931103,540,35,13527,13562
411931104,540,19,2400,2419
411931201,574,40,8921,8961
411931202,574,94,9049,9142
411931203,574,25,2616,2640
411931204,574,27,3370,3397
411941101,583,32,3132,3164
411941102,583,112,38028,38139
411941201,1722,27,2271,2298
411941202,1722,49,1901,1950
411941203,1722,12,915,927
411941204,1722,46,1708,1754
411941301,212,2,253,255
411941302,212,39,1952,1991
411951101,128,35,9120,9155
411951102,128,47,17313,17360
411951103,128,70,8733,8803
411951104,128,32,3902,3934
411951201,849,91,6826,6917
411951202,849,54,4760,4814
411951203,849,34,4711,4745
411951204,849,24,2434,2458
411961101,246,19,6385,6404
411961102,246,33,5931,5964
411961201,1036,22,1322,1344
411961202,1036,61,6444,6505
411961203,1036,45,5800,5845
411961204,1036,11,1009,1020
411961301,597,49,2070,2119
411961302,597,29,2279,2308
411971201,112,49,2673,2722
411971202,112,37,1850,1887
411971203,112,46,1730,1776
411971204,112,2,677,679
411971205,112,56,2284,2339
411971206,112,54,2422,2477
411971301,236,62,1259,1322
411971302,236,85,1552,1638
411981101,727,54,7663,7717
411981102,727,110,11272,11382
411981103,727,76,14675,14751
411981104,727,98,10121,10219
411981201,3141,79,3703,3782
411981202,3141,36,2296,2332
411981203,3141,49,2532,2581
411981204,3141,41,1768,1810
411991101,430,50,7859,7909
411991102,430,65,13142,13207
411991103,430,46,4090,4137
411991104,430,54,70235,70289
411991201,133,63,9388,9452
411991202,133,50,8676,8726
411991203,133,69,4692,4762
411991204,133,60,2835,2895
412001101,5199,55,12949,13004
412001102,5199,30,27513,27543
412001201,3040,5,3309,3314
412001202,3040,50,12824,12874
412001203,3040,18,5274,5292
412001204,3040,34,26942,26976
412001301,264,34,5144,5178
412001302,264,20,5317,5337
412011101,885,90,17080,17170
412011102,885,142,25701,25844
412011103,885,152,22949,23102
412011104,885,96,15956,16052
412011201,384,87,12083,12170
412011202,384,71,15750,15821
412011203,384,52,3235,3287
412011204,384,64,13743,13807
412021101,108,,2841,0
412021102,108,,2555,0
412021201,423,28,7980,8007
412021202,423,20,2973,2992
412021203,423,26,1986,2012
412021204,423,32,4971,5003
412021301,450,1,439,439
412021302,450,35,2154,2189
412031101,180,77,6942,7019
412031102,180,31,3377,3408
412031201,3971,51,3160,3210
412031202,3971,22,1982,2003
412031203,3971,48,4085,4133
412031204,3971,33,1120,1153
412031301,10740,61,2224,2285
412031302,10740,39,1517,1556
412041101,3915,120,9513,9634
412041102,3915,71,16076,16147
412041201,2430,40,4523,4563
412041202,2430,44,5586,5630
412041203,2430,88,5109,5197
412041204,2430,19,1312,1331
412041301,878,30,1196,1226
412041302,878,40,1966,2006
412051101,194,12,1074,1086
412051102,194,39,2553,2592
412051201,1166,5,1276,1282
412051202,1166,4,682,685
412051203,1166,21,2768,2789
412051204,1166,51,2253,2304
412051301,7284,33,991,1024
412051302,7284,22,1862,1883
412061101,260,43,7082,7125
412061102,260,34,6137,6171
412061201,2418,65,3692,3757
412061202,2418,12,1070,1083
412061203,2418,66,8116,8182
412061204,2418,48,6733,6782
412061301,3848,14,2060,2074
412061302,3848,80,2374,2454
412071101,668,40,8814,8853
412071102,668,40,8241,8281
412071201,836,40,5362,5402
412071202,836,32,5212,5244
412071203,836,38,8892,8930
412071204,836,44,4031,4075
412071301,1098,35,4557,4592
412071302,1098,62,7737,7799
412081101,172,68,13301,13370
412081102,172,59,14221,14280
412081201,2408,10,910,920
412081202,2408,3,2098,2101
412081203,2408,51,4034,4084
412081204,2408,7,2307,2315
412081301,6450,16,2202,2217
412081302,6450,22,2601,2623
412091101,658,51,4596,4647
412091201,1974,12,1079,1091
412091202,1974,58,4323,4381
412091301,10199,29,1592,1621
412092101,987,36,8301,8337
412092201,8883,95,6446,6541
412092202,8883,66,4179,4245
412092301,10199,22,1501,1522
412101101,864,2,1947,1950
412101102,864,16,7556,7572
412101201,567,84,6112,6195
412101202,567,35,3656,3691
412101203,567,18,3373,3392
412101204,567,18,2377,2395
412101301,324,78,11261,11339
412101302,324,14,3408,3421
412111101,898,84,11490,11574
412111102,898,,1439,0
412111201,1512,51,4850,4901
412111202,1512,44,2054,2097
412111203,1512,25,2739,2764
412111204,1512,78,5788,5865
412111301,1512,32,3998,4030
412111302,1512,32,4026,4058
412121101,3208,,1248,0
412121102,3208,40,12587,12627
412121201,1933,31,4602,4633
412121202,1933,89,8497,8585
412121203,1933,12,833,845
412121204,1933,11,496,508
412121301,164,24,2200,2225
412121302,164,51,13703,13754
412131101,8673,38,3503,3541
412131102,8673,52,7446,7498
412131201,1092,43,16182,16225
412131202,1092,6,444,450
412131203,1092,22,4691,4713
412131204,1092,30,4737,4767
412131301,1711,32,2169,2201
412131302,1711,28,4463,4492
412141101,341,,3220,0
412141102,341,104,12993,13097
412141201,1519,86,5702,5789
412141202,1519,62,5534,5596
412141203,1519,,692,0
412141204,1519,1,1120,1120
412141301,2340,,759,0
412141302,2340,,985,0
412151101,202,82,7581,7663
412151102,202,52,8135,8187
412151201,810,9,1441,1450
412151202,810,30,3533,3563
412151203,810,39,3117,3156
412151204,810,20,1970,1990
412151301,4658,30,2575,2605
412151302,4658,27,1385,1412
412161101,382,12,1431,1443
412161102,382,12,1812,1824
412161201,1074,29,3621,3649
412161202,1074,22,2265,2287
412161203,1074,24,1968,1993
412161204,1074,24,1661,1685
412161301,1576,12,2307,2319
412161302,1576,29,2640,2668
412171101,1105,52,8756,8807
412171102,1105,52,9963,10016
412171201,1891,67,8528,8596
412171202,1891,62,9897,9960
412171203,1891,51,3154,3206
412171204,1891,74,10639,10713
412171301,1148,43,3769,3812
412171302,1148,24,3474,3498
412181101,1196,6,2204,2210
412181102,1196,7,2985,2992
412181201,4940,,440,0
412181202,4940,,406,0
412181203,4940,46,4687,4733
412181204,4940,,404,0
412181301,5928,14,3785,3799
412181302,5928,1,293,295
412191101,709,86,7484,7570
412191102,709,20,2330,2350
412191201,669,86,7103,7189
412191202,669,53,4151,4204
412191203,669,95,8450,8545
412191204,669,40,6322,6362
412191301,827,7,1649,1656
412191302,827,36,4237,4273
412201101,186,34,4188,4222
412201102,186,55,16327,16382
412201201,659,35,4699,4734
412201202,659,22,2089,2111
412201203,659,,717,0
412201204,659,52,3806,3858
412201301,527,11,1702,1713
412201302,527,13,1982,1995
412211101,946,77,9709,9786
412211102,946,72,15077,15149
412211201,2623,62,3261,3322
412211202,2623,89,7250,7338
412211203,2623,46,2583,2629
412211204,2623,41,2531,2572
412211301,7310,25,2494,2519
412211302,7310,12,1296,1308
412221102,873,42,3248,3289
412221201,5493,20,3346,3366
412221202,5493,22,2835,2858
412221203,5493,43,5146,5189
412221204,5493,24,2552,2575
412221301,2983,67,3161,3228
412221302,2983,11,1989,2000
412231101,535,90,8093,8183
412231102,535,100,13968,14068
412231201,1177,8,2793,2801
412231202,1177,48,4990,5039
412231203,1177,50,3419,3469
412231204,1177,24,4092,4116
412231301,829,57,7590,7648
412231302,829,40,2234,2274
412241101,352,28,18023,18051
412241102,352,12,11449,11461
412241201,4186,80,14608,14688
412241202,4186,10,6330,6340
412241203,4186,15,4319,4334
412241204,4186,16,5976,5992
412241301,1146,50,3521,3572
412241302,1146,41,4212,4254
412251101,410,15,1189,1204
412251102,410,24,2561,2585
412251201,569,11,1616,1626
412251202,569,49,6981,7030
412251203,569,17,1359,1375
412251204,569,14,3333,3346
412251301,2002,18,1749,1768
412251302,2002,29,1523,1552
412261101,3928,43,5601,5644
412261102,3928,48,10731,10780
412261201,2182,58,5291,5349
412261202,2182,83,10678,10761
412261203,2182,37,6689,6727
412261204,2182,56,7689,7745
412261301,509,63,8070,8133
412261302,509,58,4264,4322
412271101,361,17,2529,2546
412271102,361,70,6626,6696
412271201,3745,61,6284,6345
412271202,3745,15,557,572
412271203,3745,11,933,944
412271204,3745,53,4185,4238
412271301,7130,24,2469,2493
412271302,7130,58,3075,3133
412281101,128,88,11089,11178
412281102,128,63,12727,12790
412281201,3682,22,4112,4134
412281202,3682,9,2408,2417
412281203,3682,21,2463,2484
412281204,3682,30,3178,3208
412281301,2964,42,3315,3357
412281302,2964,59,4784,4843
412291101,194,64,10815,10879
412291102,194,33,4386,4419
412291201,2088,65,3639,3704
412291202,2088,21,2066,2087
412291203,2088,65,4354,4419
412291204,2088,30,3770,3800
412291301,5730,75,3557,3631
412291302,5730,20,3188,3208
412301101,232,108,7823,7931
412301102,232,83,5230,5313
412301201,643,85,5285,5371
412301202,643,87,4356,4443
412301203,643,47,6912,6959
412301204,643,73,4018,4091
412301301,310,106,4070,4176
412301302,310,24,2210,2234
412311101,98,26,2770,2795
412311102,98,15,2203,2218
412311201,663,26,2529,2554
412311202,663,66,5639,5706
412311203,663,39,2774,2813
412311204,663,32,2882,2913
412311301,426,46,2479,2525
412311302,426,32,2182,2214
412321101,26,10,1823,1833
412321201,218,52,4824,4876
412321202,218,25,2533,2558
412321301,110,60,3576,3635
412322101,42,37,8811,8848
412322201,404,62,4485,4547
412322202,404,70,4460,4529
412322301,178,28,2614,2642
412331101,1785,70,7245,7315
412331102,1785,76,7393,7470
412331201,1742,101,6777,6878
412331202,1742,53,6220,6274
412331203,1742,67,4155,4222
412331204,1742,86,7610,7696
412331301,1488,89,3827,3916
412331302,1488,54,2156,2210
412341101,988,79,9019,9098
412341102,988,53,8880,8932
412341201,1992,21,3219,3240
412341202,1992,7,510,517
412341203,1992,62,6930,6992
412341204,1992,30,2454,2484
412341301,733,46,2253,2298
412341302,733,16,1758,1774
412351101,394,45,5836,5881
