GST_ID_NO,Weight,Weighted GST_Cereal,Weighted Total Consumption,Weighted GST
410001101,3694,5531284,3398200597,367243556
410001102,3694,2452550,2112303113,221650695
410001103,3694,5672175,3393194342,479052433
410001201,8248,6756946,4115802056,414049041
410001202,8248,6838495,4380213784,488785565
410001203,8248,8620931,4646014206,381747369
410001204,8248,5766704,4439574833,398692242
410001301,258,133610,52975264,4311787
410011101,924,606874,335420699,23808089
410011102,924,430685,366526822,25263596
410011201,6270,3630991,2288766783,206250509
410011202,6270,15011049,5013245702,484245234
410011203,6270,13195553,4129276920,355615721
410011204,6270,5047963,2160499472,191382205
410011301,5148,15851444,6029576880,446117827
410011302,5148,6689600,2602962786,239083035
410021101,2947,2568156,2116855149,199657658
410021102,2947,4370444,2724518957,295617809
410021103,2947,4324658,3874501732,428147477
410021104,2947,2143599,2446758368,234144269
410021201,9417,8685770,4066429127,420046943
410021202,9417,8486250,5103971382,408667951
410021203,9417,4655466,4648708441,459242072
410021204,9417,25538557,9814023865,995855897
410031101,1166,673734,768361386,93406776
410031102,1166,1004836,752558496,69434642
410031201,3790,2976620,1919392297,147985641
410031202,3790,2435903,2042977442,195696827
410031203,3790,2194989,1148170764,93864633
410031204,3790,1284872,970166675,99446258
410031301,2332,1403476,575119413,49833231
410031302,2332,6193745,1486890501,106390835
410041101,3564,2184521,2400670119,275194051
410041102,3564,3010008,3259832081,372006950
410041201,2585,1318273,540329074,50690285
410041202,2585,2410139,1159002196,92847996
410041203,2585,2081484,973217893,93746951
410041204,2585,1069956,610232290,56610444
410041301,838,1102622,383867751,34684692
410041302,838,756794,291406019,29019317
410051101,10726,2787593,2487492241,179006733
410051102,10726,19801003,17481638169,1785760682
410051103,10726,10135326,5428645977,491829918
410051104,10726,4741939,4582148581,384735783
410051201,3658,4117900,1800353700,161135409
410051202,3658,2846880,938731910,71513283
410051203,3658,6334436,1878486989,149159680
410051204,3658,3053550,1477606245,144928736
410061101,2878,2784067,3055175930,349144516
410061102,2878,1605411,1931773581,153756916
410061201,13452,10773423,6700445946,745325034
410061202,13452,7410291,5545259000,544567138
410061203,13452,13471529,9596715007,998422422
410061204,13452,10678420,6175795192,551210506
410061301,288,208907,60621151,4671067
410061302,288,60559,32122969,2267143
410071101,993,466998,270437564,24759772
410071102,993,943812,523759227,50817232
410071201,5384,3118159,2105819424,210940575
410071202,5384,1878500,1612652452,162622987
410071203,5384,380263,937397784,109822354
410071204,5384,4616396,2223870096,244373248
410071301,1451,1449104,403764194,32301973
410071302,1451,813712,274232693,21547868
410081101,245,159875,146882564,13839721
410081201,6419,2792492,1812125325,126730113
410081202,6419,3263951,1313433407,87133019
410081203,6419,7162560,2565965694,237342820
410081204,6419,9247862,3416341419,294070571
410081205,6419,6618568,2469142720,214470726
410081301,735,830522,288416768,23537597
410081302,735,508695,269747988,18658887
410091101,2237,1807024,1385407105,143866857
410091102,2237,1936549,1627655912,136596006
410091201,3394,3240174,1466201497,126135053
410091202,3394,3101173,1379715021,113696086
410091203,3394,2348647,1278472394,109394751
410091204,3394,4232358,2590373632,233075552
410091301,1465,1318449,405124622,38199636
410091302,1465,1231519,766568493,71042108
410101101,3030,3115644,5437602880,526810353
410101201,669,170121,183501162,18808181
410101202,669,484844,386357518,34536809
410101203,669,387497,318916656,30327039
410101204,669,595422,531614829,48132408
410101301,252,83811,33006518,3104614
410102101,15756,13308250,14682494394,1323485016
410111101,858,1535774,1109443009,79821613
410111102,858,2101394,2391571865,329599765
410111201,7044,13431098,4637334871,525587388
410111202,7044,11789519,4685006678,493513587
410111203,7044,13232118,3733435530,339209907
410111204,7044,11690029,3572114596,343753848
410111301,3185,4048795,1128665421,94022971
410111302,3185,2721690,625297617,43349923
410121101,510,579009,522250382,43483087
410121102,510,330965,439768471,47138127
410121103,510,369902,687595092,67528295
410121104,510,0,140046547,15309052
410121201,1276,1249231,808302030,67579706
410121202,1276,252370,208030379,13701831
410121203,1276,1388035,823887673,73119942
410121204,1276,2053210,618773753,53169300
410131101,256,247930,184918316,18279610
410131102,256,307288,224226787,27075782
410131201,1730,2846217,1704521428,180565626
410131202,1730,1123828,736307479,86973628
410131203,1730,1649096,691691608,60549901
410131204,1730,1539156,653656443,61944023
410131301,231,149847,48137515,3929382
410131302,231,179165,66485733,5759060
410141101,1418,1589854,957050590,64658499
410141102,1418,600700,290557499,32364383
410141201,2384,2448212,1452410734,76286085
410141202,2384,3283366,1830620879,162737840
410141203,2384,394004,682415016,64705788
410141204,2384,996796,586703947,66501628
410141301,4124,2446480,920082261,83107259
410141302,4124,681520,1180392303,111923408
410151101,156,319497,261385378,21030280
410151102,156,210427,133690799,13878176
410151201,3588,5250323,9612094166,1348760705
410151202,3588,8524172,4534491103,424406145
410151203,3588,3902267,1025582319,78596714
410151204,3588,5508784,1916104020,187514029
410151301,156,348141,62174412,5063084
410151302,156,186189,48036585,4300928
410161101,4575,7327169,6701410080,594276019
410161102,4575,2442390,3293840209,375921043
410161103,4575,3463282,5120356593,470337866
410161104,4575,4122340,6710671190,859013381
410161201,7854,7765815,4330545262,429740860
410161202,7854,5314037,3984894886,376757836
410161203,7854,5125438,3479592974,370641457
410161204,7854,16774161,5441627173,521381383
410171101,2916,3582824,3135316078,325461746
410171102,2916,3912279,2885865303,239248609
410171201,5831,2429727,1744212602,162593064
410171202,5831,7083272,2863447392,223155354
410171203,5831,6061963,2320548170,171858686
410171204,5831,3813436,1873999150,184494879
410171301,5015,3081226,1039088594,85477056
410171302,5015,2833312,1375262614,132200560
410181101,198,443270,385852176,36606126
410181102,198,146824,124086823,12525220
410181201,569,450262,202757213,15900215
410181202,569,152767,136518818,18540258
410181203,569,506544,369090961,35701493
410181204,569,86032,93876759,8236105
410181301,371,403243,100988858,7889840
410181302,371,65547,41314941,2991467
410191101,7378,4314324,11249359554,1429638338
410191102,7378,0,1919451007,178945115
410191103,7378,7346857,4003770857,347227013
410191104,7378,0,2129770857,190778180
410191201,3348,2856250,2714453558,237506997
410191202,3348,6847433,4288116002,360545417
410191203,3348,3343326,2317101750,209481249
410191204,3348,1839538,1616755467,157066296
410201101,415,282948,138440620,12909320
410201102,415,333914,242190766,25322370
410201201,1718,1247450,362095010,31021117
410201202,1718,1730413,499977752,44335777
410201203,1718,1337247,535343158,54943679
410201204,1718,1567807,681272559,69105336
410201301,3436,3048244,1111929821,105569014
410201302,3436,3261816,880709096,65815535
410211101,1580,1060381,927756262,100436428
410211102,1580,982248,659786858,62666408
410211103,1580,613905,514772767,49092798
410211201,3188,3287373,1351888766,113665842
410211202,3188,3039695,2455532701,249257698
410211203,3188,2409239,1099288952,97621833
410211204,3188,2895590,2006482479,196448718
410211301,164,96069,55545953,5182112
410221101,4558,3090308,1956935032,205283443
410221102,4558,4236297,2549986720,273761159
410221201,5809,4061709,2698131261,247089061
410221202,5809,4988927,3085770316,334617534
410222101,11440,4071931,3362822564,330353314
410222102,11440,6721917,9425415738,785294307
410222201,4648,5717568,2651451063,199814060
410222202,4648,7785345,4794288697,399612278
410231101,3036,3524905,2918929086,325844665
410231102,3036,4026625,2436591014,233906505
410231201,2277,784742,510072280,53275620
410231202,2277,1157815,433301966,38617752
410231203,2277,2495735,854809048,75001826
410231204,2277,2408899,738498822,68989871
410231301,1122,735334,353575056,33067012
410231302,1122,982558,314441369,26001172
410241101,2022,1496673,1091067127,104824132
410241102,2022,719774,889242148,83728930
410241103,2022,1288167,1040982243,88132664
410241104,2022,902574,595879979,49180630
410241201,3325,3621341,1609162190,142875607
410241202,3325,2728923,1706058463,143166607
410241203,3325,2245138,1704895798,146298863
410241204,3325,1789534,1416180122,133284773
410251101,472,667384,341254263,34350385
410251102,472,597308,292402287,28419422
410251201,2464,2213235,879223700,71634337
410251202,2464,4628306,1398185635,120482775
410251203,2464,3486889,1356859696,116978281
410251204,2464,4106317,1232435283,106054179
410251301,878,675488,229528998,18760120
410251302,878,1162582,291797020,23299967
410261101,1221,701701,705555054,78466450
410261102,1221,629290,798708501,72621836
410261103,1221,529293,1195384852,105851649
410261104,1221,387918,207659652,19566345
410261201,1465,1278574,2162298352,286233140
410261202,1465,815142,601942944,54354552
410261203,1465,1915792,712215105,63801401
410261204,1465,1851656,975526423,102129391
410271101,579,490130,326930195,32815882
410271102,579,488494,236309403,20963260
410271103,579,422216,333034115,34617953
410271104,579,438581,220100978,20879267
410271201,2718,2476467,1369627939,122492087
410271202,2718,2269135,1284958151,101534272
410271203,2718,3048550,1442311452,139107423
410271204,2718,1282387,828998055,87435376
410281101,719,903842,442137853,39009399
410281102,719,756587,533586456,49379483
410281103,719,726121,288133513,23698421
410281104,719,388957,327466005,29313641
410281201,1303,1178044,524395558,43870860
410281202,1303,1330822,904590610,86204373
410281203,1303,1474396,666048024,58533050
410281204,1303,1292167,552686769,47211078
410291101,308,390075,376281737,50033177
410291102,308,1000191,604885925,69242877
410291201,3848,4375769,1010130218,75449017
410291202,3848,712082,363623573,24432959
410291203,3848,4892164,826323629,58985477
410291204,3848,1114326,377525790,30874047
410291301,821,458051,79413996,6191669
410291302,821,1602599,545522392,47791415
410301101,632,240200,347981101,33978342
410301102,632,199125,173584533,15117666
410301103,632,659881,717839940,75548452
410301104,632,574159,473151686,41602346
410301201,3198,2868426,1376739357,114633185
410301202,3198,2037260,1167842726,89837317
410301203,3198,1879158,1376096678,125185229
410301204,3198,2317327,1156252797,86666549
410311101,6184,2646799,4399422786,566895978
410311102,6184,5957482,6867919775,774953890
410311103,6184,0,1880546079,177486927
410311104,6184,2341063,2909184110,305637146
410311201,1750,1213345,969710667,94721258
410311202,1750,1238056,1240509575,121185516
410311203,1750,1885503,1291614870,121981631
410311204,1750,800659,486407758,41684262
410321101,878,1109287,502379854,51556685
410321102,878,1117963,627516400,61201414
410321201,2565,2546927,955158894,84671709
410321202,2565,5169936,1183605258,137026976
410321203,2565,2793287,848340929,80346012
410321204,2565,3807710,1215139901,111600308
410321301,675,1539750,351226181,31970401
410321302,675,1239427,331960107,29253552
410331101,2022,973980,973617098,80397394
410331102,2022,1516667,1044706827,98995832
410331103,2022,959699,791779670,72447066
410331104,2022,1847992,1541210554,134351133
410331201,3056,3435617,2102477564,193241767
410331202,3056,2637138,1651084533,168577527
410331203,3056,4592332,2576929217,234709907
410331204,3056,2278901,1315115315,110381526
410341101,3128,1126675,1062203296,85761009
410341102,3128,2028016,2844464511,297337829
410341103,3128,1754079,2329302209,242172563
410341104,3128,1268062,3348207738,376415347
410341201,581,0,71764310,6213752
410341202,581,131288,183659651,20506981
410341203,581,0,54614992,3435639
410341204,581,0,55116669,3436584
410351101,1007,967431,1019335836,123519231
410351102,1007,1391393,757766226,84889478
410351201,2577,2027718,801451988,82913385
410351202,2577,3148969,1205928645,88653765
410351203,2577,3531214,1302065298,116490425
410351204,2577,1503496,525685970,51049785
410351301,592,1026849,195386176,14440215
410351302,592,933119,184302218,14376740
410361101,1122,526144,458549316,49798647
410361102,1122,1568924,847590347,84239674
410361201,858,1796012,869744842,79388623
410361202,858,455668,212579209,17723768
410361203,858,574433,279504569,26993535
410361204,858,488389,207633813,18274569
410361301,462,437210,122369131,9342540
410361302,462,512907,126040114,9454721
410371101,1349,1247925,1411962657,140014889
410371102,1349,1118369,1016730036,100163772
410371103,1349,485833,734545565,96869219
410371104,1349,784954,823739206,75961988
410371201,940,693158,527343230,49912365
410371202,940,1280085,1015192538,97505670
410371203,940,1145968,1065323611,94705287
410371204,940,612157,522790559,51076094
410381101,1549,1262208,1329658866,140390680
410381102,1549,1205332,1013485589,94579070
410381201,2618,3494595,1820342981,204796253
410381202,2618,2473951,1074130549,100238664
410381203,2618,1926650,1172908753,109915016
410381204,2618,2207696,901566857,88018471
410381301,664,606572,209296840,18690274
410381302,664,760325,211178630,17339610
410391101,1078,581912,443757222,43496304
410391102,1078,577342,521071794,49689393
410391103,1078,456999,317949434,30375606
410391104,1078,799748,557941429,50088465
410391201,4179,3642093,1806255393,172828733
410391202,4179,2030600,1276242184,118147938
410391203,4179,1387183,1152319447,113606525
410391204,4179,1334057,724819059,69157418
410401101,2755,4918058,4975808100,449209165
410401102,2755,2556300,2209871072,194545044
410401103,2755,3700216,3501972242,318779051
410401104,2755,1459076,2344531958,213965153
410401201,2562,3329856,1876764087,167355837
410401202,2562,2902766,2066185919,203641813
410401203,2562,1755413,1740830528,151819236
410401204,2562,3670081,2718378910,250032703
410411101,959,163857,399139057,47545736
410411102,959,395423,343840253,28373094
410411201,2176,3669131,1457676618,134040855
410411202,2176,1450444,467737463,34777679
410411203,2176,2519838,992859256,85085515
410411204,2176,2934690,929519515,78086427
410411301,1328,885014,266745503,19479182
410411302,1328,997516,392642466,33180076
410421101,9101,0,1333790522,138504073
410421201,31621,0,3676533417,347409823
410421202,31621,0,3658951387,317366284
410421301,1234,3172198,630717508,39208376
410422101,30079,0,4583927223,488511847
410422201,96715,0,11831349927,972195430
410422202,96715,0,10056109029,763468289
410422301,5553,5945258,1318779482,97116992
410431101,5940,4421513,4880504816,491214858
410431102,5940,3834215,3257827559,388220405
410431103,5940,7441901,4645843835,337749477
410431104,5940,4782281,4206702364,433362473
410431201,6930,3210561,1971632130,161133237
410431202,6930,6381968,2739311073,221226018
410431203,6930,5589116,2942562271,220664454
410431204,6930,10072155,3765315368,362853558
410441101,5467,3474565,4308404859,357175205
410441102,5467,2710161,3251515111,332125796
410441103,5467,4208084,3432186179,331665941
410441104,5467,2300934,1821537122,148784500
410441201,2343,1859718,927598248,80746173
410441202,2343,986114,733535519,64487526
410441203,2343,1257461,623880875,63318865
410441204,2343,1131715,943928268,88279033
410451101,838,688102,551281407,55293782
410451102,838,1042220,555858242,56121929
410451201,1537,729554,349305156,33496545
410451202,1537,588420,246812435,21142600
410451203,1537,549337,341814954,26490969
410451204,1537,1324488,475579296,39910177
410451301,11529,7686378,2211384726,195945780
410451302,11529,602534,1153932019,145630551
410461101,1451,2059900,1132160551,106015005
410461102,1451,327944,217529104,19217079
410461201,2444,562681,253842683,19998591
410461202,2444,1857194,712472835,63855448
410461203,2444,2488916,675345846,55681537
410461204,2444,2078124,934982569,67642157
410461301,2597,3282668,937615045,77113371
410461302,2597,2560114,669373956,55440711
410471101,3954,4222670,3016284366,360576001
410471102,3954,4434921,3464781568,416984086
410471201,3236,246779,835437138,99629192
410471202,3236,3185283,1721046413,199596056
410471203,3236,1370997,1506664371,165253679
410471204,3236,3587442,1230127836,95048190
410471301,1887,95970,94746352,8463677
410471302,1887,1983381,817812097,72491358
410481101,959,0,328009597,26843576
410481102,959,852158,505789803,52865835
410481103,959,0,260196919,24265941
410481201,18920,10421961,10713017207,1024278600
410481202,18920,14964867,5203113194,437785584
410481203,18920,14002840,5765959067,508161744
410481204,18920,10528853,9615981536,953533668
410481301,288,254021,78334253,6921865
410491101,2666,3577653,2189231234,225550272
410491102,2666,1299253,813885282,74367832
410491201,1126,519952,278454916,21957254
410491202,1126,1246613,401901683,33951132
410491203,1126,1249794,707528003,65580714
410491204,1126,1381769,677740495,56265349
410491301,652,675695,207531064,16610231
410491302,652,844159,250877081,20788884
410501101,2874,2983131,1366239488,183546754
410501102,2874,21226906,4545969396,390414477
410501201,4567,4915206,1200072307,118562906
410501202,4567,4321769,1893320714,161659114
410501203,4567,12320267,3263100122,334944519
410501204,4567,4025050,3236855158,365492908
410501301,1437,1635649,383079670,36940556
410501302,1437,1623473,392485550,28360289
410511101,24858,23383753,24273478126,2660447239
410511201,10358,10972106,4459897953,451805006
410511202,10358,10533222,4593802828,451626581
410512101,22786,39168956,16927820767,1497911055
410512201,33662,85582442,19065260570,2146289392
410512202,33662,72840167,30853099831,3143850426
410512301,4143,5728902,1532119853,126472636
410512302,4143,3218485,915123765,114113799
410521101,7878,3716518,5786949850,629283263
410521102,7878,7321763,7550347365,693380865
410521103,7878,3271426,3195864169,377782710
410521104,7878,5975360,9352525966,1033960396
410521201,2262,2479295,1573156996,153045705
410521202,2262,2140628,1476977811,128618189
410521203,2262,2639043,2068437568,209377429
410521204,2262,3555998,1810416902,155220121
410531101,148,147244,121853330,12569262
410531102,148,196745,101138419,10688695
410531201,1658,1077412,676871330,75133995
410531202,1658,346645,279640895,25247535
410531203,1658,1536483,595265309,48936594
410531204,1658,1068043,546758540,59084881
410531301,940,564575,394952263,34186549
410531302,940,531365,297244266,30528498
410541101,3063,3482705,2136118897,212453312
410541201,13784,14581934,8350865307,712575650
410541202,13784,4283078,5112332005,489582689
410541301,2808,3727864,1517866571,129987689
410542101,14804,15473881,11713894171,1096898288
410542201,15315,11335015,6350031660,591454927
410542202,15315,14060610,8651570474,711869690
410542301,2042,931606,1013716260,99000803
410551101,1591,651589,1186325114,121141673
410551102,1591,274117,343262316,30895714
410551201,1793,714073,257661019,22392341
410551202,1793,453259,285757744,22708226
410551203,1793,1329391,727574322,58321775
410551204,1793,709009,866175092,85008692
410551301,606,357785,107116483,9541755
410551302,606,496449,184166855,17133741
410561101,538,318475,356353422,38039941
410561102,538,310874,394512108,45636922
410561201,1063,564774,413160974,42200382
410561202,1063,866688,564630252,53056421
410561203,1063,660906,407921639,43475606
410561204,1063,522716,600649329,41691421
410561301,256,63702,55298413,5867036
410561302,256,344568,144094061,11934692
410571101,612,131499,121817208,11501819
410571102,612,719786,577212937,53134208
410571103,612,397093,305988432,33457269
410571104,612,392768,325987192,33769758
410571201,3675,2647289,1907675637,195008849
410571202,3675,4007269,2292795022,222775484
410571203,3675,617701,510281502,41132696
410571204,3675,1899819,3213215359,386976884
410581101,624,2411846,1246772647,125646128
410581102,624,262598,237911075,23551396
410581201,7754,8246845,3501108531,320939051
410581202,7754,5727889,3250084066,266633464
410582101,1426,847960,816494048,79926090
410582102,1426,1216551,931680014,78612029
410582201,13190,10042083,4778738572,441855313
410582202,13190,8551607,4120176266,367985805
410591101,4253,2943425,4250518025,439705865
410591102,4253,4084753,2859922152,289456719
410591201,3480,815859,900092037,87334449
410591202,3480,4669071,3435107166,339112485
410591203,3480,2747380,1677520489,157812316
410591204,3480,4226738,2611509488,239494709
410591301,1160,245741,182119823,19495774
410591302,1160,606162,634557024,67529602
410601101,248,65854,62132082,7290113
410601102,248,66555,62289337,7051084
410601201,4588,1296066,650792839,62264896
410601202,4588,1231263,599968726,54800683
410601203,4588,939648,409517692,38648672
410601204,4588,0,657408664,53883283
410601301,2728,693571,701960336,62061165
410601302,2728,2427497,656939087,65362331
410611101,2597,2134651,2388018426,234168786
410611102,2597,1078329,1530253744,158704818
410611103,2597,2728832,2025560819,188781182
410611201,1871,1895007,807450775,75801905
410611202,1871,3623507,2569606412,259705051
410611203,1871,2508175,1414870704,132921774
410611204,1871,1871220,1079643949,91264412
410611301,153,160520,46185777,3476935
410621101,1398,1275141,859379400,80140379
410621102,1398,365172,182673945,15553941
410621201,5625,4544517,2038606756,204445748
410621202,5625,3916865,1820382907,159630388
410621203,5625,3893030,2328738123,223602484
410621204,5625,2200754,1128631063,103011510
410621301,2935,2648779,876904387,83628908
410621302,2935,182389,127085427,10900563
410631101,4892,6805723,20167481170,2895164459
410631102,4892,4940195,3499807749,318860548
410631103,4892,4608546,2442168649,221442941
410631104,4892,5251116,2436974588,229625531
410631201,7266,9544070,3980016733,413901485
410631202,7266,5028596,4049182773,405729184
410631203,7266,4330750,4799255963,436609330
410631204,7266,12561228,5126721791,555246102
410641101,1080,183011,170651615,18483473
410641102,1080,0,178330238,20002717
410641201,1774,844361,588689638,54402015
410641202,1774,906999,488756625,45801814
410641203,1774,1428147,495139351,43126297
410641204,1774,593808,349316948,30908928
410641301,617,519404,180256465,15954305
410641302,617,366023,109926669,9475950
410651101,7431,13802617,7363181486,746181820
410651201,11147,7163719,3252889155,301992731
410651202,11147,13697660,6488516566,660935121
410652101,3075,1646107,1652306444,131693870
410652201,19988,10727929,4888936026,493172135
410652202,19988,24702467,12990130773,1054544873
410652301,1794,2455045,686270062,63645618
410652302,1794,1950862,849912586,84457029
410661101,1584,0,321254204,32330745
410661102,1584,1029169,951996897,113362079
410661201,18304,11634087,6417018256,554965719
410661203,18304,9953608,4962634621,453541068
410661204,18304,13211153,6977668869,579424762
410661301,792,828929,240916994,21207425
410661302,792,17899,44750254,3545455
410671101,738,130210,101215295,9081987
410671102,738,928140,564279077,58794923
410671201,811,525946,268425665,30177645
410671202,811,1004912,460613209,48622873
410671203,811,654281,263282137,21576935
410671204,811,842201,310526155,28044353
410671301,664,462195,151193427,13715930
410671302,664,96564,57101234,5198313
410681101,408,366109,1231435606,178411659
410681102,408,724145,585113323,67915025
410681103,408,541956,339942165,30828523
410681104,408,414539,206893353,20853200
410681201,4198,5615882,1931431915,202413406
410681202,4198,4625541,2116967771,213838633
410681203,4198,6950172,3084723164,272549370
410681204,4198,4833098,2003306679,185685135
410691101,2120,1532908,837022586,77986787
410691102,2120,985013,566812021,61352028
410691103,2120,1796377,1096900710,99098088
410691104,2120,1383210,908621499,75287163
410691201,2640,1588687,1003906417,90855938
410691202,2640,2580684,1238796611,133327517
410691203,2640,1558852,709044298,62553295
410691204,2640,1454432,752274203,57914271
410701101,3848,2934582,3040965951,352410271
410701102,3848,4461651,3120587050,344569281
410701201,1418,1211301,860744088,103428153
410701202,1418,600645,136555275,9922767
410701203,1418,0,125779939,14316005
410701204,1418,1411517,551093436,50082840
410701301,878,815543,257595271,23541126
410701302,878,894866,317265293,31434041
410711101,2050,1427411,905306918,94134671
410711102,2050,1181306,1425114448,128664435
410711201,3253,1902244,1316685681,139341351
410711202,3253,2637411,941796575,83228973
410711203,3253,2219285,1037612513,103044232
410711204,3253,1975761,1297242013,127711780
410711301,1426,892272,202036262,17679036
410711302,1426,656615,296801842,28057558
410721101,3146,1004130,1078449805,100616679
410721102,3146,2554755,1404890830,107278076
410721201,5797,3856502,2892696434,276643506
410721202,5797,5199317,8470312203,1110309156
410721203,5797,4012072,2595566720,195923822
410721204,5797,1817714,1280303637,108784092
410721301,1348,316092,405030232,30393784
410721302,1348,493180,372009071,33442455
410731101,2889,0,1505330063,139185786
410731102,2889,885426,1667620549,195996071
410731103,2889,481476,865680007,65215771
410731104,2889,1048639,4975881222,598484568
410731201,936,301367,625425398,65414391
410731202,936,539289,591556393,56476882
410731203,936,313264,469031406,48027861
410731204,936,399180,445654105,42199617
410741101,4516,0,498882457,36903883
410741102,4516,0,663166614,58933014
410741201,5798,0,795715144,54365388
410741202,5798,0,702558461,57011741
410741203,5798,0,621073426,47897662
410741204,5798,0,653986294,50242477
410741301,1232,2504786,673917585,62130835
410741302,1232,861020,314034702,29986513
410751101,5362,2529808,3847935897,381747034
410751102,5362,4393080,4569321485,436888693
410751201,3932,5243419,3906792563,373604557
410751202,3932,2249560,1929292210,188099466
410751203,3932,1044240,943426726,91385896
410751204,3932,2982750,2238585750,201428536
410751301,536,355991,170833864,17010126
410751302,536,191629,109670997,10825301
410761101,2371,1118423,950477618,81433686
410761102,2371,5759543,3973275886,411419671
410761201,3188,2098515,1707293875,149210580
410761202,3188,2134541,1406224317,138553365
410761203,3188,2571356,1213964389,111967114
410761204,3188,2251626,1363349816,108076975
410761301,654,646621,343501723,30448664
410761302,654,811047,307188223,27236095
410771101,99,111307,76673866,7939688
410771102,99,112705,129240708,14311676
410771201,359,273726,106676751,7958525
410771202,359,428331,229257106,18669200
410771203,359,14193,45134767,5336766
410771204,359,224050,107219102,8279763
410771301,1188,503398,199927607,16832326
410771302,1188,369159,294949376,26207484
410781101,990,1671002,650530595,62901783
410781102,990,915905,465902932,41013387
410781201,2079,1717846,764858898,62680925
410781202,2079,2228795,980120929,86793450
410781203,2079,701821,397634827,35856073
410781204,2079,1615069,838226648,68960419
410781301,4026,2587373,1245819500,109762818
410781302,4026,2672671,1469577266,125211373
410791101,1717,2037152,1810964750,160184489
410791102,1717,1273220,2142632247,194008120
410791103,1717,1746130,1454196838,138903550
410791104,1717,1062229,1522980813,155635383
410791201,467,455261,282393594,29918752
410791202,467,234229,191658804,16992544
410791203,467,356951,214580670,21598656
410791204,467,365529,400964571,31503294
410801101,4674,3577794,6772372288,460897391
410801102,4674,2752657,3496052114,328071371
410801103,4674,2151957,3536334505,365120948
410801104,4674,2515018,3843024502,395738514
410801201,809,860306,623986998,55430726
410801202,809,658083,579029269,54526944
410801203,809,652370,450898536,38045230
410801204,809,652370,717570769,68924033
410811101,2588,2368835,2194552185,207697589
410811102,2588,2065420,1855818295,188208382
410811201,858,950604,690444562,67136987
410811202,858,1988509,812813504,66286009
410811203,858,921504,337823695,35610623
410811204,858,525015,388021018,41468327
410811301,51,55015,20210829,1554691
410811302,51,44157,13662560,1459556
410821101,505,625554,943400315,110504396
410821102,505,171903,253436298,26575871
410821201,1098,1016173,605401629,57584695
410821202,1098,361478,225760081,20990537
410821203,1098,909126,619771088,56827947
410821204,1098,1023930,641302160,63954359
410821301,202,133528,53834026,5149032
410821302,202,170048,45814202,5723815
410831101,1114,708100,721151821,66093593
410831102,1114,162076,187504723,13541753
410831103,1114,822970,622581601,53991198
410831104,1114,207709,157192296,13383999
410831201,2273,1142784,645694690,60016532
410831202,2273,3030303,1678833041,140870671
410831203,2273,2134694,1213229165,104822210
410831204,2273,1351438,780306093,61538118
410841101,3198,126477,1040044173,71406671
410841102,3198,3880122,1630950187,148003810
410841201,6045,2817631,1211450009,102489987
410841202,6045,4627745,3642570246,352860868
410841203,6045,1588119,1575634804,141036924
410841204,6045,5976792,3656375944,358192348
410841301,156,86374,33450342,2701222
410841302,156,75357,41611648,3618183
410851101,2566,2536681,1760338384,152719799
410851102,2566,2420718,1981467787,169756730
410851201,667,505956,206498439,16842287
410851202,667,734909,231573250,18506059
410851203,667,203513,106526168,9835926
410851204,667,953497,452211565,33258671
410851301,308,361808,82096104,5780966
410851302,308,0,11390537,763086
410861101,272,233416,243170214,24309894
410861102,272,88444,51713026,4590569
410861201,693,418939,416540515,45739572
410861202,693,381743,443448092,49365063
410861203,693,362167,242822161,22294902
410861204,693,652879,302063339,27144797
410861301,223,84948,40045759,4424725
410861302,223,89039,39776125,4264001
410871201,3222,13822607,4904919004,489119086
410871202,3222,2207430,1656014529,185286332
410871203,3222,2057234,1714341600,157644328
410871204,3222,5689252,1598547204,143033011
410871205,3222,855664,580752725,59099760
410871206,3222,641748,1067482527,94282257
410871301,1381,1170358,299829351,34237152
410871302,1381,1402479,375714640,34632943
410881101,818,145490,110949714,9513788
410881102,818,523070,565493393,67439755
410881103,818,695117,555858019,51425645
410881104,818,885639,582079045,52741028
410881201,4333,2961985,1858184521,181232995
410881202,4333,5764854,2925480490,255729327
410881203,4333,2845708,1522117481,147961617
410881204,4333,3041542,2483863398,239038648
410891201,808,1683965,707364156,62364932
410891202,808,634769,461169273,44696994
410891203,808,182667,178312508,18864790
410891204,808,353918,247415848,22747338
410891205,808,344785,241403760,21109229
410891206,808,399585,208258258,19239134
410891301,255,562424,348259746,30806632
410891302,255,117532,47235206,4103916
410901101,468,320598,262408771,25960758
410901102,468,314649,340306778,37868057
410901201,546,350896,151900436,12245041
410901202,546,416447,190288760,18340914
410901203,546,424159,160022397,13644683
410901204,546,501279,244891352,20553151
410901301,1014,393862,178820779,15017368
410901302,1014,653095,175002196,11406069
410931101,4834,2799106,2126809478,240838586
410931102,4834,7632685,8503332969,1029294455
410931201,3021,2709503,2581817939,246904680
410931202,3021,2005459,1558295281,130407246
410931203,3021,2517491,1964163640,212607103
410931204,3021,3541555,3064983326,401011512
410931301,345,351107,153152778,18304759
410931302,345,341354,383258025,42241082
410981101,615,505559,224411924,16407449
410981102,615,733148,399506358,36952695
410981201,692,949885,534385060,49884314
410981202,692,667460,308745865,31073936
410981203,692,664528,434828879,49336164
410981204,692,498396,217215279,19614083
410981301,102,112057,36684194,2984708
411101101,75,54450,28583218,2929582
411101102,75,66950,27119899,2260371
411101201,318,332753,130976909,9280971
