GST_ID_NO,Weight,Weighted GST_Cereal,Weighted Total Consumption,Weighted GST
719631302,365,551467,107679667,9292232
719641101,37,63406,26821629,2946180
719641201,47,109129,29196097,2500777
719641202,47,67954,19146771,1537912
719641301,264,354706,91687245,7737019
719642101,165,561219,157677015,13170035
719642201,148,173951,48822545,4483295
719642202,148,310178,103236098,7843619
719642301,989,1271437,231969434,18405453
719651101,38,100114,22150266,1820101
719651102,38,113067,20810398,1613730
719651201,55,144214,27040765,2488940
719651202,55,128623,29597504,2837146
719651203,55,85359,19100887,1497120
719651204,55,148813,25668780,1864462
719651301,403,939839,151348144,13693529
719651302,403,751872,129951129,11833165
719661101,18,23416,6805022,697729
719661201,32,63733,10598196,797684
719661202,32,68285,11513324,1086290
719661301,162,400579,64125794,5484932
719662101,166,252360,61256409,6118228
719662201,174,344133,67810342,6041479
719662202,174,344133,63054016,5254630
719662301,928,1966430,319957722,26206332
719671101,44,113961,25077094,2099497
719671102,44,121142,22856104,1707220
719671201,86,245893,38317368,2920652
719671202,86,191250,30835667,2088842
719671203,86,291428,34692723,2214289
719671204,86,267143,50290029,4308341
719671301,624,1713935,199030236,13161732
719671302,624,1057441,177225335,13156376
719681101,59,240103,68751584,6523519
719681201,166,255307,74080908,6284800
719681202,166,454400,165806013,16916163
719681301,124,202017,28569543,2020563
719682101,237,580548,253072242,26285830
719682201,592,777968,353586468,40981567
719682202,592,552106,227924788,22673018
719682301,426,630004,178785068,14123941
719691101,15,43375,14209790,1580113
719691201,32,74157,20170036,1722487
719691202,32,93265,25200737,1931332
719691301,124,286268,76180691,6543418
719692101,150,353371,132692353,15234086
719692201,240,575536,161183655,15222813
719692202,240,325009,100017038,10898516
719692301,839,1128058,291589003,24605710
719701101,28,78080,33772845,3342116
719701102,28,71834,20286033,1926065
719701201,35,78080,10289964,613234
719701202,35,68320,13429996,1078489
719701203,35,34160,10511951,1051328
719701204,35,68320,12929469,1095059
719701301,514,726015,194583086,14593009
719701302,514,726015,186555573,13763513
719711101,32,64247,7257169,496152
719711201,14,24665,3897036,320812
719711202,14,16772,2371743,213088
719711301,227,353389,49014232,3914317
719712101,24,33814,5237961,457034
719712201,36,48199,6906340,636176
719712202,36,32978,6722590,657820
719712301,563,397351,76641682,5804248
719731101,39,98798,18653707,1785110
719731102,39,84527,14117310,1194808
719731201,74,93102,12933439,1312592
719731202,74,114667,16170377,1261446
719731203,74,116771,15020186,1252417
719731204,74,107303,18769594,1449755
719731301,447,432341,73378023,6260894
719731302,447,568039,74316033,6993834
719741101,44,230934,16576102,984679
719741102,44,154204,13287251,910374
719741201,94,206343,12700625,691686
719741202,94,443685,35375107,2323634
719741203,94,377165,25408093,1417882
719741204,94,30998,16632259,1919356
719741301,258,560393,45672209,2897087
719741302,258,574996,42976731,2174809
719751101,19,53086,10038032,1031035
719751102,19,36421,7996910,856103
719751201,29,63109,13475641,1237501
719751202,29,70771,13000341,1200365
719751203,29,82062,14334872,1203464
719751204,29,108476,19431161,1739714
719751301,580,2422346,409939069,31911950
719751302,580,1110754,208220736,21182990
719761301,152,513242,38203728,2717443
719761302,152,921478,65182729,4131902
719761303,152,144651,15403035,1164620
719761304,152,460739,32805868,2299529
719761305,152,540029,38635825,2753416
719771101,53,27163,8191233,740044
719771102,53,82999,10846004,1030005
719771201,62,50182,15200112,1572420
719771202,62,32574,7369858,753290
719771203,62,27292,6995151,854501
719771204,62,48421,10897266,1111453
719771301,748,327476,87312626,7205405
719771302,748,1162010,150477187,14310781
719791101,22,39249,20319833,2138044
719791201,89,99728,37174154,3426180
719791202,89,128883,29975424,2495424
719791301,18,27560,4762604,372371
719792101,105,148307,93995088,10163844
719792201,647,795645,237302067,21301488
719792202,647,781927,271492607,27155856
719792301,192,320839,78408425,7432997
719801101,65,168126,46474214,4139571
719801102,65,134722,39411911,3519679
719801201,124,284885,60172206,5174987
719801202,124,196702,49163221,4112801
719801203,124,289267,51519779,3955366
719801204,124,302065,56233570,4576700
719801301,418,1105476,122066312,8417975
719801302,418,1015715,183378626,16717794
719811101,32,64010,19175209,1414257
719811201,36,72911,19010835,1473415
719811202,36,57826,17654092,1561177
719811301,453,1104018,229607615,16591068
719812101,117,238639,78941808,6643587
719812201,78,181037,48098187,3676062
719812202,78,192009,48560374,3742443
719812301,1107,3377007,667443438,50027902
719821101,24,64421,18392206,1475968
719821201,96,238132,55001447,4094653
719821202,96,198670,59917111,6149321
719821301,73,248038,38995087,2434735
719822101,220,570487,148588639,11740461
719822201,560,1011976,294672049,30108926
719822202,560,1624695,314027743,24155186
719822301,395,1205440,184654777,12836287
719831101,24,67639,13639942,1187558
719831201,57,199737,35081888,3544689
719831202,57,115541,22684161,1979832
719831301,127,388562,45906820,3326073
719832101,118,413726,81551863,7531241
719832201,242,614603,94149551,7977924
719832202,242,877517,134237684,10162994
719832301,507,1505478,227863576,17080179
719841101,17,35848,12736505,1347938
719841201,19,44686,9560415,792355
719841202,19,26286,6913838,645349
719841301,173,389882,66602624,4566069
719842101,169,430024,106320488,9424259
719842201,161,226953,68310678,6447677
719842202,161,408515,92503164,7720925
719842301,1116,2522775,435605444,34287823
719851101,14,41783,7279372,574588
719851201,30,76450,10180954,770321
719851202,30,76450,11682402,889104
719851301,86,175101,17636593,1405526
719852101,191,533677,113347050,9973607
719852201,363,1191117,187136500,13453197
719852202,363,1304067,189064788,13890111
719852301,995,3035063,359600395,27362163
719861101,66,145713,38948803,3351881
719861102,66,235942,45199449,3537542
719861201,145,443875,68074110,5077149
719861202,145,468535,66317033,4962354
719861203,145,454972,97477417,8898093
719861204,145,622658,99686974,7269983
719861301,470,1750856,178223857,12084103
719861302,470,1594340,217282537,14664948
719871101,77,129816,39657631,4228032
719871201,84,214198,47533352,4071740
719871202,84,118999,31551265,3551036
719871301,705,1592433,310887938,32638117
719872101,123,173096,68046667,7421845
719872201,123,276954,63030169,5908216
719872202,123,276954,64574347,5926320
719872301,904,1021237,269811731,24455893
719881101,33,84179,23186287,2047138
719881102,33,67454,18037655,1645615
719881201,123,194372,50930594,4353979
719881202,123,337813,62338858,4790873
719881203,123,246343,47564104,3647240
719881204,123,285842,49947209,3797045
719881301,340,864802,86579980,5498416
719881302,340,899394,92094309,6007382
719891101,42,90900,27890365,3094064
719891201,68,145129,29352823,2457776
719891202,68,124811,40746516,3169134
719891301,386,981575,147147698,12302294
719892101,208,436842,109852842,8691395
719892201,218,457148,77265511,5332966
719892202,218,184706,46608364,4000218
719892301,1287,2108547,225632328,17956377
719911101,235,730238,311693552,38641611
719911102,235,403290,257014816,31128937
719911201,118,348523,108039737,12258884
719911202,118,253924,130945762,16248932
719911203,118,358480,100250995,10893213
719911204,118,378396,64172817,5190230
719911301,235,896201,151336535,15248145
719911302,235,597467,164339016,16904992
719931101,28,27143,6644604,625740
719931201,44,62317,10823728,1080333
719931202,44,49854,8060555,870261
719931301,196,187249,36147535,4434646
719932101,85,108548,40494118,4559604
719932201,398,295495,79637397,9948437
719932202,398,393994,97920154,11843772
719932301,1594,1181974,275533871,33316922
719941101,37,32539,8344168,1069472
719941201,12,12499,3098987,308014
719941202,12,39058,4535352,434787
719941301,261,737498,74351163,6752137
719942101,92,130143,29873421,3442634
719942201,32,68327,9381963,855398
719942202,32,91103,9463411,819677
719942301,359,1268912,101015997,8330744
719951101,59,79540,10438148,924692
719951102,59,63384,11104209,914712
719951201,314,339080,33844021,2025672
719951202,314,602809,69524708,5674611
719951203,314,283675,61319252,4792518
719951204,314,527458,47241615,3841981
719951301,223,251857,37451426,3146983
719951302,223,187319,22806363,1788047
719961101,166,64705,29725673,2855447
719961102,166,85336,37499847,3236451
719961201,515,275443,112257933,9807856
719961202,515,179511,94018813,8749270
719961203,515,264542,107341583,9902287
719961204,515,264542,108120570,9804980
719961301,1826,636970,336906020,31490316
719961302,1826,711756,325570584,31260300
719971101,128,252953,78833931,9651282
719971102,128,238499,38322849,3638471
719971201,43,72272,12672848,1226855
719971202,43,52397,22087332,2093374
719971203,43,72272,22726771,2121968
719971204,43,72272,24090845,2669695
719971301,260,661282,76489849,5531949
719971302,260,440855,71705536,5869158
719981101,82,171690,41977201,4317229
719981102,82,171690,41977201,4317229
719981201,116,35254,19851636,1865350
719981202,116,35254,23727686,2232152
719981203,116,109533,23417713,1785606
719981204,116,121831,17165355,1144864
719981301,271,569295,139189185,14315189
719981302,271,76518,11241793,837459
719991101,102,217016,39572093,3790585
719991102,102,289355,46383375,4847378
719991201,38,94942,15970123,1821472
719991202,38,97112,15120549,1580725
719991203,38,94942,13070748,1470841
719991204,38,81378,14296686,1598274
719991301,179,189897,31497827,3621788
719991302,179,443093,69093782,7745832
720101101,193,299553,207926264,17717822
720101102,193,370901,165824852,13303603
720101201,2044,1316271,429537343,35202686
720101202,2044,1743481,547574751,41719535
720102101,964,678072,1156118446,106372675
720102102,964,1539958,1197118631,109436176
720102201,10797,12382800,7875125158,801858242
720102202,10797,6023653,3043647025,255605868
720111101,15,21192,5288398,528798
720111201,18,21190,5057938,453750
720111202,18,8072,2660673,245903
720111301,1005,766660,166641582,13260800
720112101,653,613444,178968556,18404088
720112201,1306,1523913,279697055,23131196
720112202,1306,1429822,275753575,24350054
720112301,16327,18403216,2828311217,217243195
720121101,293,240274,74361227,7588629
720121102,293,463178,56967398,4750113
720121201,293,236965,49771932,4370668
720121301,3748,5934018,943803413,75748161
720121302,3748,2281500,662256674,59282245
720121303,3748,4234803,677375156,55252167
720121304,3748,5769919,614817412,50446729
720121305,3748,2990830,543789553,46252373
720131101,558,899085,199839112,18275536
720131102,558,1092309,244693473,22212476
720131201,3406,2982739,621875075,53885515
720131202,3406,3069335,618270103,56312427
720131203,3406,5926991,817100862,59766657
720131204,3406,4984060,472528863,30594322
720131301,726,1000664,148502888,11078962
720131302,726,1390267,233533106,20336785
720141201,175,244805,29790911,2536476
720141202,175,286843,30112533,2502986
720141203,175,318989,32767399,2491880
720141204,175,343716,39086925,3148804
720141205,175,185459,21741925,1822484
720141206,175,284370,38557663,3264620
720141301,9366,7011363,1514482061,136919361
720141302,9366,13758146,2329191766,183848454
720151101,214,383625,83002742,6915366
720151102,214,222019,44937357,3775000
720151201,214,43196,20689960,2197310
720151202,214,285453,45099679,4004648
720151203,214,58903,20340634,1948231
720151204,214,222019,28122508,2030033
720151301,9677,1366810,231861753,20704618
720151302,9677,11139504,1875542350,155506613
720161101,144,185051,49462351,4590086
720161102,144,354020,77854287,6666548
720161201,2666,3125915,451731373,35420328
720161202,2666,105453,154802781,21076264
720161203,2666,4033560,606112373,52790272
720161204,2666,4361217,704906945,60118394
720161301,4540,1910969,508360593,49469509
720161302,4540,4367012,588434684,58848392
720171101,50,52167,9902847,809080
720171201,2071,2895909,337710170,26847988
720171202,2071,5116106,551964646,40671041
720171301,1248,1885498,196420345,15677026
720172101,150,177625,34307054,2711256
720172201,150,236833,30019752,2316352
720172202,150,61323,9745780,857809
720172301,14372,9946940,1710556212,170417253
720181101,68,149988,40392273,3793579
720181102,68,54298,16061117,1350389
720181201,626,1018625,222871050,18922677
720181202,626,1101742,213211531,19247678
720182101,592,1184379,319350712,27475849
720182102,592,1739766,301751392,23857633
720182201,4991,3764603,1339929640,118994262
720182202,4991,7162615,1239998767,102338605
720191101,154,209387,37760626,3410156
720191102,154,252566,52983082,4782396
720191201,154,219151,31730736,2572596
720191202,154,146245,25491009,2190505
720191301,6221,5184559,844332672,82929388
720191302,6221,5114260,989952858,87823686
720191303,6221,7469280,1073742435,94804993
720191304,6221,2372595,469657515,44980214
720201101,640,182670,114081525,7813028
720201102,640,557054,134591354,9656101
720201103,640,213417,130500777,11803873
720201104,640,530829,168604307,16049772
720201201,512,229332,112518573,7516491
720201202,512,310357,111423931,9263576
720201301,5890,332783,514470620,50958807
720201302,5890,9500965,1320716522,87571421
720211101,548,194422,199361786,17439206
720211102,548,894650,304512642,27187553
720211201,2605,165567,220984261,21184696
720211202,2605,2273788,739624111,57893409
720211203,2605,1468028,921014452,81610187
720211204,2605,2483506,438841894,35446274
720211301,10008,7364911,1801532999,144746943
720211302,10008,7562816,2457555646,208149860
720221101,822,980451,184097979,14239244
720221102,822,377543,156493138,15384717
720221201,9952,4905610,2085437124,229923027
720221202,9952,5987936,1935490930,147480955
720221203,9952,3584328,2058473293,170971896
720221204,9952,6451791,2338495817,221005641
720221301,576,244766,137093717,11521513
720221302,576,634278,154376222,14034445
720231101,159,152753,39940582,3825815
720231201,420,65307,47951125,4599284
720231202,420,330689,108885661,10920614
720231301,1545,1130378,262969098,22599861
720232101,341,507372,150218820,13626602
720232201,2113,1163949,264252670,24378178
720232202,2113,2333866,601720940,48870432
720232301,1227,1095208,227832190,17399950
720241101,113,233954,36677769,2663052
720241201,703,867916,224313155,17785371
720241202,703,965234,249073971,20679745
720241301,32,75210,15016262,1148501
720241302,32,36669,12480577,1261812
720242101,1293,2217095,862328974,67195157
720242201,5107,5179470,2983492105,321915911
720242202,5107,10084819,2658753859,233902705
720251101,63,130877,30619374,2622953
720251102,63,76986,18062409,1318873
720251201,204,307721,54783400,4708875
720251202,204,319224,54389718,4237319
720251203,204,25883,28110777,2340393
720251204,204,131428,54431188,3884255
720251301,3007,3542367,902391031,85126650
720251302,3007,6073842,960505754,79966489
720261101,137,170062,25197870,1886875
720261201,701,556587,104081829,8986017
720261202,701,806161,111445454,8582253
720261301,376,534610,72668670,6024199
720262101,2155,2818342,532126004,52342906
720262201,8311,11563364,1534960011,132296923
720262202,8311,12068161,1486614103,107190072
720262301,6772,10483766,1416946254,106083162
720271101,155,381863,66180783,5179689
720271201,1473,960969,168244149,13723055
720271202,1473,2633305,313180680,22577298
720271301,116,150582,25656096,1930401
720272101,465,845362,133178103,11669914
720272201,4418,6458432,921518029,72072679
720272202,4418,1510087,568921048,54246294
720272301,620,433517,111640314,11933250
720281101,287,435197,102892988,9582066
720281201,345,171478,42575762,3806439
720281202,345,261115,53855836,4620451
720281301,2874,2131275,504325432,51363850
720282101,1811,2511492,703447277,83933850
720282201,2213,1075299,327620625,29455340
720282202,2213,2728885,669051871,67301725
720282301,13882,14646977,2816916512,254614644
720291101,639,1248220,391741999,31239606
720291102,639,392324,135749122,12924018
720291201,4789,3246792,582835272,62325453
720291202,4789,1319009,581160897,62371212
720291203,4789,11363771,1476245956,136758678
720291204,4789,7305281,968390167,86307270
720291301,355,338211,80081835,7636911
720291302,355,400843,68391072,6329766
720401101,138,338716,38223699,3118890
720401201,241,333175,54157998,4113664
720401202,241,378143,46261772,3728348
720401301,4893,5348842,766535635,60668657
720402101,413,995147,183516200,15499516
720402201,1171,923300,92788192,7403314
720402202,1171,1350202,207411847,18876533
720402301,8545,9595099,1875490725,150358452
720411101,127,85193,20270058,2043794
720411201,925,568391,199327975,18614297
720411202,925,1293579,416218572,38036763
720411301,200,189951,64032822,5574512
720412101,1233,2944324,495452349,42840751
720412201,12026,16306950,2572250521,196539488
720412202,12026,13758989,1793872246,131042193
720412301,3392,9534166,1656778124,138033034
720421101,467,811500,148479299,11435305
720421102,467,893970,318039728,26176845
720421201,1576,2671993,359491418,26267448
720421202,1576,2894659,411591313,33137600
720421203,1576,2159861,386537771,34580262
720421204,1576,1767968,274277908,22627942
720421301,4087,3983255,420433234,33922357
720421302,4087,4675995,814933804,76692839
720431201,127,288207,32949366,2474586
720431202,127,113709,27918805,2449577
720431203,127,221697,41838677,3832900
720431204,127,234391,25699786,1784384
720431205,127,320031,28980706,1867155
720431301,5865,9741508,764268649,52091652
720431302,5865,9898896,1480926037,110031633
720431303,5865,2526496,649596301,51907644
720441101,841,1377227,453102689,41156414
720441201,4296,6553708,1058631516,79917110
720441202,4296,6796438,986579635,71364197
720441301,747,928713,160554136,12950658
720442101,2522,5734490,1214749345,102347394
720442201,5464,15357288,2870820664,237837961
720442202,5464,6443887,1293174792,110387023
720442301,3362,3941720,772666735,59742701
720451101,135,330336,85527354,6809128
720451201,135,266400,60843185,4674571
720451202,135,87531,21776060,1960188
720451301,3099,6801275,1159913909,84500823
720452101,404,1123474,243770500,21291467
720452201,202,416725,82456901,6411131
720452202,202,369915,52686057,3823418
720452301,4715,15451386,2561299341,199976708
720461101,146,526013,75346947,5704072
720461102,146,476475,80569930,6099822
720461201,3468,3429196,748585844,61369299
720461202,3468,3919081,643770922,48859489
720461203,3468,6123564,962527053,76519053
720461204,3468,7230704,1068451015,74367599
720461301,97,198154,28778640,2051280
720461302,97,238443,29632539,1976792
720471101,1251,1921734,404742038,35684081
720471102,1251,1596735,408319634,38557536
720471201,6669,14205697,2118411578,151303157
720471202,6669,5218804,977253691,86343549
720471203,6669,9090516,1451284963,116589089
720471204,6669,4314462,1279054024,104302398
720471301,1667,4422788,599679766,41913626
720471302,1667,3513738,488738177,36730565
720481101,80,130936,22117013,2068386
720481201,741,1299209,188954380,16272387
720481202,741,1019911,145159042,12781849
720481301,812,601181,144175065,13406510
720482101,430,592819,89046922,7130329
720482201,6379,11487270,1352054175,110604190
720482202,6379,6054467,1027075463,86768213
720482301,4300,4525054,879881730,80384439
720491101,33,77676,35520017,2912037
720491201,185,362532,67078271,4487378
720491202,185,515397,67142058,5368293
720491301,12,28683,7948447,631969
720492101,824,535123,178422266,15389670
720492201,4684,6967017,1613082462,123903612
720492202,4684,5921634,1086560257,96133173
720492301,206,527580,88913270,5892407
720541101,225,238659,97744657,8745723
720541201,1295,203100,138758940,11670058
720541202,1295,420839,217514417,17741848
720541301,1690,257754,115316517,12395796
720542101,338,322194,119629980,11166863
720542201,3210,3591364,615981877,43507448
720542202,3210,1120034,476211778,41068904
720542301,5914,826957,380018959,38053547
720571101,115,39560,16330006,1412822
720571102,115,180056,31040078,2484497
720571201,3112,988958,407479455,41024566
720571202,3112,1714194,370778502,34963888
720571203,3112,2241638,532375090,51550085
720571204,3112,2804245,1001824903,78112470
720571301,115,99470,34352091,3129918
720571302,115,133658,25394962,1974451
720591101,133,59090,32924836,3344652
720591201,830,468957,157820691,13099159
720591202,830,539300,107882599,8896585
720591301,5578,2284762,561461197,54860361
720592101,398,247610,95673595,8875201
720592201,398,134497,58590569,5579790
720592202,398,236355,63847765,6174397
720592301,10757,7749050,1724092530,155979423
720601101,114,144593,42849809,3741448
720601201,186,92932,34792488,3559368
720601202,186,39640,31220194,2725202
720601301,2459,458469,302644237,27681251
720602101,429,220511,73191103,6621589
720602201,343,239412,54276258,4639984
720602202,343,74150,33824213,3691625
720602301,6090,1840904,720092353,69911233
720611101,246,327710,88957743,7874684
720611102,246,393460,125055556,9358185
720611201,3695,1988190,797655959,80782557
720611202,3695,1101071,649849181,57280084
720611203,3695,1168910,453260072,38829520
720611204,3695,2249108,1229841983,99853331
720611301,4433,2385831,870753741,95154635
720611302,4433,970614,557508134,55226273
720621101,85,203066,38868713,3082054
720621201,1574,1015854,218636675,20995246
720621202,1574,924716,264657295,22295700
720621301,1021,3063982,436941446,35250330
720622101,1701,3239384,591234049,55098888
720622201,4891,7876192,922799266,80446408
720622202,4891,7371839,965521454,83488621
720622301,6167,10584178,1784934755,137453792
720631101,220,157970,60716818,5709646
720631102,220,146465,52950079,5787003
720631201,318,74114,31235996,3392809
720631202,318,202128,44786131,4319541
720631203,318,297802,75705190,6316337
720631204,318,229528,76794823,9445934
720631301,1614,1555226,242258436,19503081
720631302,1614,1628199,271657439,24997102
720641101,136,43958,22192682,1678976
720641201,2662,2977510,738828112,52594049
720641202,2662,372189,147448312,14894793
720641301,2184,694057,307729850,25214445
720642101,273,233665,46809377,3618209
720642201,4368,2430741,640187686,63877842
720642202,4368,1523840,704262796,61720106
720642301,5323,1962446,571104088,55914971
720651101,38,46249,12649456,1032454
720651201,57,70571,10981910,938530
720651202,57,125336,26179499,2274536
720651301,1470,1944876,247699154,18483046
720652101,1319,1996875,374058111,32491686
720652201,5539,4788036,1311091137,104389738
720652202,5539,3035552,890978960,68669839
720652301,2110,2354528,672808960,45251285
720661101,436,370857,113463190,11548321
720661102,436,552589,90338776,8134703
720661201,2263,3278790,447318358,34385638
720661202,2263,188546,315300014,30085785
720661203,2263,3419401,413152536,31869829
720661204,2263,2690781,699100633,58600755
720661301,3980,2698254,695460221,58563709
720661302,3980,3423410,1153647877,108467691
720671201,1049,177832,82023680,9095368
720671202,1049,451989,279850944,25289940
720671203,1049,140783,233131480,20297841
720671301,2421,324885,452842867,38098925
720672201,2421,618992,336566537,31937238
720672202,2421,2318654,396803784,34842351
720672203,2421,2858989,495557627,41037555
720672301,4035,4058204,555096544,48874997
720681101,130,87852,29234036,2665787
720681102,130,150081,24747028,2010371
720681201,421,612671,76515130,6104664
720681202,421,434223,55411027,4663897
720681203,421,321206,63899843,5160014
720681204,421,285517,69676560,6065683
720681301,5961,3283457,624075101,56173358
720681302,5961,5682906,810699937,63147074
720691301,2036,1259394,220089487,16814677
720691302,2036,2113367,528434512,48189313
720691303,2036,425549,157814873,15155329
720691304,2036,853973,186743684,20014316
720691305,2036,695830,298807584,33960159
720691306,2036,1098376,192816357,18353776
720691307,2036,451427,325802924,35453990
720691308,2036,235777,260736595,30915980
720701101,196,510279,95244043,7479193
720701201,1002,1834016,254148357,21393279
720701202,1002,767004,140126691,10090084
720701301,1257,1465086,227715809,18529960
720702101,943,2952823,464706085,33895630
720702201,7072,20697626,2043433966,122694813
720702202,7072,6273219,891077140,91844687
720702301,707,1505385,260833454,17004274
720711101,333,541094,120945598,10037931
720711201,1899,2869626,598810633,54710558
720711202,1899,3558873,715982518,58213871
720711301,300,524235,138128992,12850789
720712101,2332,3293542,865165497,66849262
720712201,11309,9424478,1759186786,160737833
720712202,11309,8785530,1865463085,195101326
720712301,700,523675,97955163,8753175
720721101,274,206108,37130087,2861049
720721102,274,771744,94871633,6425548
720721103,274,480403,86066242,6450250
720721104,274,513721,63795602,4342781
720721201,7077,13054051,1561297626,106000773
720721202,7077,14213523,1366793618,94565188
720721203,7077,12614251,1415211832,90898818
720721204,7077,8776001,1192780153,83547295
720731101,515,2065211,272907796,19603610
720731201,1073,3802570,545366679,33391861
720731202,1073,1228639,201581418,17562645
720731301,3604,4479434,659535081,50163584
720732101,515,33451,38692428,5195266
720732201,2746,2916480,473243636,43043611
720732202,2746,3847271,628341981,55935278
720732301,4634,2585127,720418478,55408192
720741101,224,284216,79135268,7735148
720741201,2403,3055334,576710627,46815646
720741202,2403,1850174,540872933,44635253
720741301,4472,4680109,1013257670,85781428
720742101,447,570959,158498522,13146541
720742201,2348,1210289,412857513,38200776
720742202,2348,547117,465109585,40597742
720742301,13415,9284412,2643718445,227195228
720751101,638,1261464,149222352,12061535
720751102,638,901046,154846904,11894689
720751201,5821,15917843,1734114458,118632404
720751202,5821,10524194,1542618901,129153115
720751203,5821,11280620,1287473282,104091530
720751204,5821,21048387,3168019242,222079104
720751301,1754,2576994,455920254,33915505
720751302,1754,2938765,381388553,28434100
720761101,189,217053,47775996,3638318
720761201,1514,1167595,198838597,15518791
720761202,1514,1548240,216226824,14456221
720761301,303,430257,47091188,3293946
720762101,606,1587587,187331963,13056934
720762201,5072,9341636,1083981822,67358173
720762202,5072,13439347,1676030025,123499304
720762301,2271,4952679,593155773,40155855
720771101,176,97802,58297468,5560348
720771201,3770,1145009,462086451,39076340
720771202,3770,186397,220235832,27074650
720771203,3770,2913116,812850610,67129157
720771204,3770,1581710,718092656,63371505
720771205,3770,2087644,659207466,61533480
720771301,4052,3777704,1578253890,138328324
720771302,4052,13428020,2132005127,174176791
720781101,69,154488,28462105,2239051
720781102,69,100267,29730297,2546417
720781201,2671,4353210,735040449,59171174
720781202,2671,4138190,898340867,75908764
720781203,2671,3549714,689854696,56273598
720781204,2671,6280844,932390194,68451504
720781301,207,294681,69119857,5560373
720781302,207,409458,76763063,6618970
720791101,26,27829,6589318,502716
720791201,563,96248,51932972,5385743
720791202,563,151928,97903131,9119858
720791301,1493,1562646,317651883,27712712
720792101,471,474151,145402202,12709534
720792201,1965,962848,416339211,36947304
720792202,1965,971172,447445252,36510168
720792301,9272,7334268,1615398602,123542898
720801301,3710,1068900,383577547,27840268
720801302,3710,157191,83794965,7949213
720801303,3710,3054747,486782460,37663888
720801304,3710,1257529,289650725,26315630
720801305,3710,4464228,682126073,43142868
720801306,3710,3521081,459597955,30638503
720801307,3710,4652857,569547366,37706141
720801308,3710,2012046,352675761,22895928
720811101,428,526830,128730577,10731777
720811102,428,416872,55923278,3996188
720811201,4705,584823,255060670,21318738
720811202,4705,3090258,412356975,29761902
720811203,4705,498429,198084163,17239487
720811204,4705,4120344,1172357851,77428718
720811301,1711,1273559,231677368,18579090
720811302,1711,2211208,198713516,13984290
720821101,181,337370,87579983,10234616
720821102,181,329702,38094373,2175443
720821201,1086,700790,110386064,9149757
720821202,1086,2171375,213926298,14404256
720821203,1086,1628531,194364677,13777103
720821204,1086,682388,120460962,9376566
720821301,8384,16945458,1532378954,107476817
720821302,8384,5151135,852869165,69344428
720831101,1765,2360356,340010260,20781403
720831102,1765,964580,208308443,14149348
720831201,6353,2530342,590560174,46288978
720831202,6353,3319952,621107951,41491333
720831203,6353,8613930,860418282,71630637
720831204,6353,5114521,737360294,46040152
720831301,5647,8175261,913116637,63574579
720831302,5647,5335853,820542176,58149340
720851101,131,227719,41094739,3916776
720851102,131,109246,33437944,3009025
720851201,418,412182,102347667,14082312
720851202,418,655475,130600572,12979875
720851301,5487,5425316,885797738,62106472
720852201,2430,1441584,222369032,19937419
720852202,2430,463366,145484859,15856739
720852301,11288,11160633,1561990547,146161846
720861101,136,226546,37198958,2579026
720861201,747,1242794,169948538,13301222
720861202,747,862992,116153272,8587240
720861301,4889,2762180,667400823,48102912
720862101,543,664458,132238220,11842263
720862201,611,507549,89667191,6393626
720862202,611,1163564,165845905,12468887
720862301,7469,14115884,1660422551,112301306
720881101,841,337312,476999838,63174863
720881102,841,1029751,169379697,11466343
720881201,1135,2026718,225673561,15039085
720881202,1135,1388558,290978559,23873325
720881203,1135,1763757,306483256,23978440
720881204,1135,2119716,300411777,21525282
720881301,13202,21779826,2286948729,159632713
720881302,13202,596708,348895019,37056659
720901101,492,708828,314758053,26645658
720901102,492,973336,281748127,26650087
720901201,2580,820081,457018779,41634314
720901202,2580,2106697,788343028,74102812
720901203,2580,3794242,1290124321,127736311
720901204,2580,3298549,739820959,58920376
720901301,2580,3878073,2294014512,259311821
720901302,2580,3418827,1018497441,88682972
720911101,63,116249,20894092,1760973
720911201,213,321353,59416785,4466843
720911202,213,147462,50744683,4557394
720911301,1388,1078507,364473184,29328558
720912101,350,344280,83471028,7337770
720912201,438,721574,154633467,12509788
720912202,438,485996,95291263,7227593
720912301,7354,9244925,2029255587,168242508
720921101,340,34119,71427326,8359245
720921102,340,123500,130101340,15260700
720921201,2807,808755,495881751,52727569
720921202,2807,269585,639628406,72713941
720921203,2807,1494611,947097539,122080695
720921204,2807,2723601,832103645,84630975
720921301,3572,504570,524888974,55825476
720921302,3572,2189835,915575089,99486496
720931101,268,354896,59948815,3801984
720931201,951,1316294,156342749,10748448
720931202,951,980505,191399126,13042718
720931301,1339,605370,129415904,11107570
720932101,1607,2247434,918349297,74475715
720932201,2893,4208826,815118698,69940911
720932202,2893,2288294,779284319,60918967
720932301,7715,13184907,5152672984,666392305
720941101,99,167592,30315497,2771043
720941201,247,342424,57525164,4647110
720941202,247,275337,58704148,4550277
720941301,2969,956002,447304866,46226669
720942101,264,217295,79684960,8223674
720942201,264,19381,22808080,2558667
720942202,264,11927,24971295,2379019
720942301,4750,778219,476586280,53484399
720951101,531,975842,159946610,16896835
720951102,531,41286,70503525,8524294
720951201,4473,1156186,952139168,100202800
720951202,4473,1611079,866433008,92931173
720951203,4473,4030856,760477807,76876702
720951204,4473,7947988,1171079643,96456186
720951301,1329,140747,214885240,22739152
720951302,1329,328410,215328125,23514136
