,FILING_SEQ_NO,ASSESSMENT_YEAR,FORM_ID,GENDER,RES_STATUS,SALARIES,INCOME_HP,PRFT_GAIN_BP_OTHR_SPECLTV_BUS,PRFT_GAIN_BP_SPECLTV_BUS,PRFT_GAIN_BP_SPCFD_BUS,PRFT_GAIN_BP_INC_115BBF,TOTAL_PROFTS_GAINS_BP,ST_CG_AMT_1,ST_CG_AMT_2,LTCG_INDEXATION,ST_CG_AMT_APPRATE,LTCG_NO_INDEXATION,TOTAL_SCTG,LT_CG_AMT_1,LT_CG_AMT_2,TOTAL_LTCG,TOTAL_CAP_GAIN,INCOME_OS_NOT_RACEHORSE,INC_CHARBLE_SPL_RATE,WIN_LOT_PUZ,INCOME_OS_RACEHORSE,TOTAL_INCOME_OS,GTI_BEFORE_LOSSES,CYL_SET_OFF,BAL_AFTR_CYL_SET_OFF,BFL_SET_OFF_BALANCE,GROSS_TOTAL_INCOME,INC_CHG_TAX_SPL_RATES,DEDUCT_SEC_10A_OR_10AA,PARTB_CHAPTER_VIA,PARTC_CHAPTER_VIA,TOTAL_DEDUC_VIA,TOTAL_INCOME,INC_SPL_111A_112,NET_AGRC_INCOME,AGGREGATE_INCOME,CY_LOSS_CARRYFWD,TAX_PAYBLE_TI_SEC115JC,SURCHARGE_ON_DEEMED_TI,EDUCATION_CESS_SEC115JC,TOTAL_TAX_PAYBL_SEC115JC,TAX_NORMAL_RATE,TAX_SI_RATE,REBATE_AGRC_INCOME,TAX_PAYABL_TOT_INCOM,REBATE_87A,TAX_PAYABLE_ON_REBATE,SURCHARGE_25OFSI,SURCHARGE_ON_ABOVE_CRORE,TOTAL_SURCHARGE,REBATE,BALANCE_TAX_PAYABLE,EDUCATION_CESS,GROSS_TAX_LIABILITY,GROSS_TAX_PAYABLE,CRDEDIT_US115JD_EY,TAX_PAYBLE_AFTR_CRDT_SEC115JD,RELIEF_89,RELIEF_90,RELIEF_91,TOTAL_RELIEF,NET_TAX_LIABILTY,INT_PAYABLE_234A,INT_PAYABLE_234B,INT_PAYABLE_234C,TOTAL_INT_PAYABLE,AGGREGATE_LIABILTY,ADVANCE_TAX,TOTAL_TDS,TOTAL_TCS,SELF_ASSESMNT_TAX,TOTAL_TAX_PAID,TAX_PAYBL,REFUND_AMOUNT,AGE,EDUCATION_CESS_115JC,AGEGRP
106,266588057,2017,ITR-3,MISSING,MISSING,0.1,0,228840,0,0,0,228840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228840,0,228840,0,228840,0,0,0,0,0,228840,0,398800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
107,266601810,2017,ITR-3,MISSING,MISSING,0.1,0,530091,0,0,0,530091,0,0,0,0,0,0,0,0,0,0,353,0,0,0,353,530444,46707,483737,0,483737,0,0,105682,0,105682,378060,0,0,378060,0,0,0,0,0,7806,0,0,7806,5000,2806,0,0,0,0,0,84,2890,2890,0,2890,0,0,0,0,2890,0,0,0,0,2890,0,0,0,2890,2890,0,0,63,84,1
108,266729149,2017,ITR-3,MISSING,MISSING,0.1,0,356170,0,0,0,356170,0,0,0,0,0,0,0,0,0,0,6411,0,0,0,6411,362581,0,362581,0,362581,0,0,6411,0,6411,356170,0,0,356170,0,0,0,0,0,10617,0,0,10617,5000,5617,0,0,0,0,0,169,5786,5786,0,5786,0,0,0,0,5786,0,0,0,0,5786,0,0,0,5786,5786,0,0,39,169,0
109,266772587,2017,ITR-3,MISSING,MISSING,120198.1,0,185500,0,0,0,185500,0,0,0,0,0,0,0,0,0,0,15239,0,0,0,15239,320937,0,320937,0,320937,0,0,10000,0,10000,310940,0,0,310940,0,0,0,0,0,6094,0,0,6094,5000,1094,0,0,0,0,0,33,1127,1127,0,1127,0,0,0,0,1127,0,0,0,0,1127,0,0,0,1127,1127,0,0,55,33,0
110,266820778,2017,ITR-3,MISSING,MISSING,0.1,0,305337,0,0,0,305337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305337,0,305337,0,305337,0,0,0,0,0,305340,0,0,305340,0,0,0,0,0,5534,0,0,5534,5000,534,0,0,0,0,0,16,550,550,0,550,0,0,0,0,550,0,0,0,0,550,1000,0,0,0,1000,0,450,20,16,0
111,266831688,2017,ITR-3,MISSING,MISSING,0.1,0,361753,0,0,0,361753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361753,0,361753,0,361753,0,0,62285,0,62285,299470,0,0,299470,0,0,0,0,0,4947,0,0,4947,4947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
112,266901543,2017,ITR-3,MISSING,MISSING,0.1,0,386237,0,0,0,386237,0,0,0,0,0,0,0,0,0,0,11002,0,0,0,11002,397239,0,397239,0,397239,0,0,73282,0,73282,323960,0,159110,483070,0,0,0,0,0,23307,0,15911,7396,5000,2396,0,0,0,0,0,72,2468,2468,0,2468,0,0,0,0,2468,0,0,0,0,2468,0,0,0,2468,2468,0,0,39,72,0
113,266915154,2017,ITR-3,MISSING,MISSING,0.1,0,315477,0,0,0,315477,0,0,0,0,0,0,0,0,0,0,460,0,0,0,460,315937,0,315937,0,315937,0,0,42875,0,42875,273060,0,0,273060,0,0,0,0,0,2306,0,0,2306,2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
114,266915653,2017,ITR-3,MISSING,MISSING,0.1,0,527098,0,0,0,527098,0,0,0,0,0,0,0,0,0,0,3247,0,0,0,3247,530345,0,530345,0,530345,0,0,153247,0,153247,377100,0,0,377100,0,0,0,0,0,12710,0,0,12710,5000,7710,0,0,0,0,0,231,7941,7941,0,7941,0,0,0,0,7941,0,0,0,0,7941,0,0,0,7940,7940,0,0,47,231,0
115,266922880,2017,ITR-3,MISSING,MISSING,0.1,0,233142,0,0,0,233142,0,0,0,0,0,0,0,0,0,0,591,0,0,0,591,233733,0,233733,0,233733,0,0,591,0,591,233140,0,0,233140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
116,266933342,2017,ITR-3,MISSING,MISSING,0.1,0,316820,0,0,0,316820,0,0,0,0,0,0,0,0,0,0,1634,0,0,0,1634,318454,0,318454,0,318454,0,0,28193,0,28193,290260,0,0,290260,0,0,0,0,0,4026,0,0,4026,4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
117,266979403,2017,ITR-3,MISSING,MISSING,0.1,15120,245819,0,0,0,245819,0,0,0,0,0,0,0,0,0,0,103050,0,0,0,103050,363989,0,363989,0,363989,0,0,5050,0,5050,358940,0,0,358940,0,0,0,0,0,5894,0,0,5894,5000,894,0,0,0,0,0,27,921,921,0,921,0,0,0,0,921,0,0,0,0,921,0,0,0,920,920,0,0,72,27,1
118,267004387,2017,ITR-3,MISSING,MISSING,366679.1,0,103000,0,0,0,103000,0,0,0,0,0,0,0,0,0,0,33462,0,0,0,33462,503141,0,503141,0,503141,0,0,152752,0,152752,350390,0,0,350390,0,0,0,0,0,10039,0,0,10039,5000,5039,0,0,0,0,0,151,5190,5190,0,5190,0,0,0,0,5190,0,0,0,0,5190,0,5200,0,0,5200,0,0,38,151,0
119,267028054,2017,ITR-3,MISSING,MISSING,0.1,0,272780,0,0,0,272780,0,0,0,0,0,0,0,0,0,0,246917,0,0,0,246917,519697,0,519697,0,519697,0,0,0,0,0,519700,0,0,519700,0,0,0,0,0,28940,0,0,28940,0,28940,0,0,0,0,0,868,29808,29808,0,29808,0,0,0,0,29808,0,0,0,0,29808,20000,18070,0,0,38070,0,8260,24,868,0
120,267047825,2017,ITR-3,MISSING,MISSING,0.1,0,296360,0,0,0,296360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296360,0,296360,0,296360,0,0,0,0,0,296360,0,0,296360,0,0,0,0,0,4636,0,0,4636,4636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
121,267054829,2017,ITR-3,MISSING,MISSING,0.1,0,344194,0,0,0,344194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344194,0,344194,0,344194,0,0,24463,0,24463,319730,0,0,319730,0,0,0,0,0,6973,0,0,6973,5000,1973,0,0,0,0,0,59,2032,2032,0,2032,0,0,0,0,2032,0,0,0,0,2032,0,4500,0,0,4500,0,2470,22,59,0
122,267087135,2017,ITR-3,MISSING,MISSING,0.1,286881,154210,0,0,0,154210,0,0,0,0,0,0,0,0,0,0,35690,0,0,0,35690,476781,0,476781,0,476781,0,0,153900,0,153900,322880,0,0,322880,0,0,0,0,0,7288,0,0,7288,5000,2288,0,0,0,0,0,69,2357,2357,0,2357,0,0,0,0,2357,0,0,0,0,2357,0,0,0,2360,2360,0,0,55,69,0
123,267093088,2017,ITR-3,MISSING,MISSING,0.1,0,178909,0,0,0,178909,0,0,0,0,0,0,0,0,0,0,755,0,0,0,755,179664,0,179664,0,179664,0,0,2383,0,2383,177280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
124,267118541,2017,ITR-3,MISSING,MISSING,0.1,0,566762,0,0,0,566762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566762,0,566762,0,566762,0,0,208763,0,208763,358000,0,0,358000,0,0,0,0,0,10800,0,0,10800,5000,5800,0,0,0,0,0,174,5974,5974,0,5974,0,0,0,0,5974,0,0,0,0,5974,0,0,0,5974,5974,0,0,28,174,0
125,267120107,2017,ITR-3,MISSING,MISSING,0.1,0,346500,0,0,0,346500,0,0,0,0,0,0,0,0,0,0,73116,0,0,0,73116,419616,0,419616,0,419616,0,0,151992,0,151992,267620,0,0,267620,0,0,0,0,0,1762,0,0,1762,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
126,267139296,2017,ITR-3,MISSING,MISSING,0.1,0,319600,0,0,0,319600,0,0,0,0,0,0,0,0,0,0,562,0,0,0,562,320162,0,320162,0,320162,0,0,21252,0,21252,298910,0,0,298910,0,0,0,0,0,4891,0,0,4891,4891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
127,267151676,2017,ITR-3,MISSING,MISSING,0.1,0,421560,0,0,0,421560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421560,0,421560,0,421560,0,0,71920,0,71920,349640,0,0,349640,0,0,0,0,0,9964,0,0,9964,5000,4964,0,0,0,0,0,149,5113,5113,0,5113,0,0,0,0,5113,0,0,0,0,5113,0,0,0,5113,5113,0,0,44,149,0
128,267202612,2017,ITR-3,MISSING,MISSING,0.1,0,517905,0,0,0,517905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517905,128194,389711,0,389711,0,0,63521,0,63521,326190,0,0,326190,0,0,0,0,0,7619,0,0,7619,5000,2619,0,0,0,0,0,79,2698,2698,0,2698,0,0,0,0,2698,0,0,0,0,2698,0,0,0,2700,2700,0,0,32,79,0
129,267215643,2017,ITR-3,MISSING,MISSING,0.1,0,309100,0,0,0,309100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309100,0,309100,0,309100,0,0,0,0,0,309100,0,0,309100,0,0,0,0,0,5910,0,0,5910,5000,910,0,0,0,0,0,27,937,937,0,937,0,0,0,0,937,0,0,0,0,937,0,0,0,940,940,0,3,29,27,0
130,267227192,2017,ITR-3,MISSING,MISSING,0.1,0,252210,0,0,0,252210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252210,0,252210,0,252210,0,0,0,0,0,252210,0,0,252210,0,0,0,0,0,221,0,0,221,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
131,267236208,2017,ITR-3,MISSING,MISSING,0.1,0,390200,0,0,0,390200,0,0,0,0,0,0,0,0,0,0,15253,0,0,0,15253,405453,0,405453,0,405453,0,0,73268,0,73268,332190,0,160000,492190,0,0,0,0,0,24219,0,16000,8219,5000,3219,0,0,0,0,0,97,3316,3316,0,3316,0,0,0,0,3316,0,0,0,0,3316,0,0,0,3320,3320,0,0,34,97,0
132,267242084,2017,ITR-3,MISSING,MISSING,0.1,0,340324,0,0,0,340324,0,0,0,0,0,0,0,0,0,0,31123,0,0,0,31123,371447,0,371447,0,371447,0,0,66662,0,66662,304790,0,0,304790,0,0,0,0,0,5479,0,0,5479,5000,479,0,0,0,0,0,14,493,493,0,493,0,0,0,0,493,0,0,0,0,493,0,0,0,490,490,0,0,51,14,0
133,267264368,2017,ITR-3,MISSING,MISSING,0.1,22124,287293,0,0,0,287293,0,0,0,0,0,0,0,0,0,0,64962,0,0,0,64962,374379,0,374379,0,374379,0,0,143300,0,143300,231080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12026,0,12026,0,12030,50,0,0
134,267270886,2017,ITR-3,MISSING,MISSING,0.1,381003,219418,0,0,0,219418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600421,0,600421,0,600421,0,0,19600,0,19600,580820,0,0,580820,0,0,0,0,0,41164,0,0,41164,0,41164,0,0,0,0,0,1235,42399,42399,0,42399,0,0,0,0,42399,0,0,0,0,42399,0,44829,0,0,44829,0,2430,45,1235,0
135,267276134,2017,ITR-3,MISSING,MISSING,0.1,0,716662,0,0,0,716662,0,0,0,0,0,0,0,0,0,0,2575,0,0,0,2575,719237,200000,519237,0,519237,0,0,24240,0,24240,495000,0,0,495000,0,0,0,0,0,24500,0,0,24500,5000,19500,0,0,0,0,0,585,20085,20085,0,20085,0,0,0,0,20085,0,200,1010,1210,21295,0,0,0,21300,21300,0,0,56,585,0
136,267284382,2017,ITR-3,MISSING,MISSING,0.1,0,265825,0,0,0,265825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265825,0,265825,0,265825,0,0,0,0,0,265830,0,0,265830,0,0,0,0,0,1583,0,0,1583,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
137,267294376,2017,ITR-3,MISSING,MISSING,0.1,0,324630,0,0,0,324630,0,0,0,0,0,0,0,0,0,0,295,0,0,0,295,324925,0,324925,0,324925,0,0,295,0,295,324630,0,0,324630,0,0,0,0,0,7463,0,0,7463,5000,2463,0,0,0,0,0,74,2537,2537,0,2537,0,0,0,0,2537,0,0,0,0,2537,0,42,0,2500,2542,0,10,31,74,0
138,267305998,2017,ITR-3,MISSING,MISSING,36000.1,0,360000,0,0,0,360000,0,0,0,0,0,0,0,0,0,0,631,0,0,0,631,396631,0,396631,0,396631,0,0,117118,0,117118,279510,0,0,279510,0,0,0,0,0,2951,0,0,2951,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
139,267312809,2017,ITR-3,MISSING,MISSING,0.1,0,731633,0,0,0,731633,0,0,0,0,0,0,0,0,0,0,16415,0,0,0,16415,748048,0,748048,0,748048,0,0,29785,0,29785,718260,0,0,718260,0,0,0,0,0,68652,0,0,68652,0,68652,0,0,0,0,0,2060,70712,70712,0,70712,0,0,0,0,70712,0,707,3569,4276,74988,0,0,0,75000,75000,0,10,28,2060,0
140,267331233,2017,ITR-3,MISSING,MISSING,0.1,0,491520,0,0,0,491520,0,0,0,0,0,0,0,0,0,0,121,0,0,0,121,491641,0,491641,0,491641,0,0,121,0,121,491520,0,0,491520,0,0,0,0,0,19155,0,0,19155,5000,14155,0,0,0,0,0,425,14580,14580,0,14580,0,0,0,0,14580,0,0,0,0,14580,0,0,0,14580,14580,0,0,61,425,1
141,267332342,2017,ITR-3,MISSING,MISSING,0.1,0,495507,0,0,0,495507,31920,0,0,0,0,31920,0,0,0,31920,1235,0,0,0,1235,528662,0,528662,31920,496742,0,0,35507,0,35507,461240,0,0,461240,0,0,0,0,0,21124,0,0,21124,5000,16124,0,0,0,0,0,484,16608,16608,0,16608,0,0,0,0,16608,0,0,0,0,16608,0,6843,0,9770,16613,0,0,29,484,0
142,267355950,2017,ITR-3,MISSING,MISSING,0.1,0,378625,0,0,0,378625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378625,79778,298847,0,298847,0,0,0,0,0,298850,0,0,298850,0,0,0,0,0,4885,0,0,4885,4885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
143,267363007,2017,ITR-3,MISSING,MISSING,0.1,0,285634,0,0,0,285634,0,0,0,0,0,0,0,0,0,0,64,0,0,0,64,285698,0,285698,0,285698,0,0,64,0,64,285630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,1
144,267365489,2017,ITR-3,MISSING,MISSING,0.1,0,250000,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,148,0,0,0,148,250148,0,250148,0,250148,0,0,148,0,148,250000,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
145,267389326,2017,ITR-3,MISSING,MISSING,0.1,0,859751,0,0,0,859751,0,0,0,0,0,0,0,0,0,0,155902,0,0,0,155902,1015653,0,1015653,0,1015653,0,0,173035,0,173035,842620,0,0,842620,0,0,0,0,0,93524,0,0,93524,0,93524,0,0,0,0,0,2806,96330,96330,0,96330,0,0,0,0,96330,0,0,1260,1260,97590,90000,0,0,7591,97591,0,0,42,2806,0
146,267407794,2017,ITR-3,MISSING,MISSING,0.1,0,306725,0,0,0,306725,0,0,0,0,0,0,0,0,0,0,7542,0,0,0,7542,314267,0,314267,0,314267,0,0,27854,0,27854,286410,0,0,286410,0,0,0,0,0,3641,0,0,3641,3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
147,267411363,2017,ITR-3,MISSING,MISSING,0.1,0,812260,0,0,0,812260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812260,0,812260,0,812260,0,0,150000,0,150000,662260,0,0,662260,0,0,0,0,0,57452,0,0,57452,0,57452,0,0,0,0,0,1724,59176,59176,0,59176,0,0,0,0,59176,0,0,0,0,59176,0,95990,0,0,95990,0,36810,39,1724,0
148,267415492,2017,ITR-3,MISSING,MISSING,0.1,0,285255,0,0,0,285255,0,0,0,0,0,0,0,0,0,0,45,0,0,0,45,285300,0,285300,0,285300,0,0,45,0,45,285260,0,0,285260,0,0,0,0,0,3526,0,0,3526,3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
149,267437526,2017,ITR-3,MISSING,MISSING,0.1,0,288302,0,0,0,288302,0,0,0,0,0,0,0,0,0,0,9007,0,0,0,9007,297309,0,297309,0,297309,0,0,9007,0,9007,288300,0,0,288300,0,0,0,0,0,3830,0,0,3830,3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
150,267437815,2017,ITR-3,MISSING,MISSING,0.1,0,408412,0,0,0,408412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408412,0,408412,0,408412,0,0,83400,0,83400,325010,0,0,325010,0,0,0,0,0,7501,0,0,7501,5000,2501,0,0,0,0,0,75,2576,2576,0,2576,0,0,0,0,2576,0,0,0,0,2576,0,0,0,2576,2576,0,0,39,75,0
151,267438857,2017,ITR-3,MISSING,MISSING,0.1,0,217034,0,0,0,217034,0,0,0,0,0,0,0,0,0,0,87830,0,0,0,87830,304864,0,304864,0,304864,0,0,0,0,0,304860,0,56920,361780,0,0,0,0,0,11178,0,5692,5486,5000,486,0,0,0,0,0,15,501,501,0,501,0,0,0,0,501,0,0,0,0,501,0,0,0,500,500,0,0,35,15,0
152,267485353,2017,ITR-3,MISSING,MISSING,0.1,0,250450,0,0,0,250450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250450,0,250450,0,250450,0,0,0,0,0,250450,0,0,250450,0,0,0,0,0,45,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
153,267497731,2017,ITR-3,MISSING,MISSING,0.1,0,173627,0,0,0,173627,0,0,0,0,0,0,0,0,0,0,468,0,0,0,468,174095,0,174095,0,174095,0,0,468,0,468,173630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
154,267502092,2017,ITR-3,MISSING,MISSING,0.1,0,329220,0,0,0,329220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329220,0,329220,0,329220,0,0,9800,0,9800,319420,0,0,319420,0,0,0,0,0,6942,0,0,6942,5000,1942,0,0,0,0,0,58,2000,2000,0,2000,0,0,0,0,2000,0,0,0,0,2000,0,0,0,2000,2000,0,0,27,58,0
155,267537591,2017,ITR-3,MISSING,MISSING,160000.1,0,914836,0,0,0,914836,207157,0,0,0,0,207157,0,0,0,207157,8403,0,0,0,8403,1290396,74000,1216396,0,1216396,207157,0,154231,0,154231,1062170,207157,0,855013,0,0,0,0,0,96003,31074,0,127077,0,127077,0,0,0,0,0,3813,130890,130890,0,130890,0,0,0,0,130890,0,0,3612,3612,134502,150000,34000,0,0,184000,0,49500,28,3813,0
156,267548753,2017,ITR-3,MISSING,MISSING,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1604152,1604152,1604152,114947,0,0,0,114947,1719099,311903,1407196,0,1407196,1292249,0,114947,0,114947,1292250,1292249,0,0,0,0,0,0,0,0,208450,0,208450,0,208450,0,0,0,0,0,6254,214704,214704,0,214704,0,0,0,0,214704,0,0,0,0,214704,330000,3188,0,0,333188,0,118480,43,6254,0
157,267566687,2017,ITR-3,MISSING,MISSING,0.1,0,360156,0,0,0,360156,0,0,0,0,0,0,0,0,0,0,814,0,0,0,814,360970,0,360970,0,360970,0,0,50914,0,50914,310060,0,0,310060,0,0,0,0,0,6006,0,0,6006,5000,1006,0,0,0,0,0,30,1036,1036,0,1036,0,0,0,0,1036,0,0,0,0,1036,0,0,0,1050,1050,0,10,40,30,0
158,267575919,2017,ITR-3,MISSING,MISSING,0.1,0,370150,0,0,0,370150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370150,801,369349,0,369349,0,0,30505,0,30505,338840,0,0,338840,0,0,0,0,0,8884,0,0,8884,5000,3884,0,0,0,0,0,117,4001,4001,0,4001,0,0,0,0,4001,0,0,0,0,4001,0,0,0,4000,4000,0,0,58,117,0
159,267576422,2017,ITR-3,MISSING,MISSING,0.1,107904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291752,0,0,0,291752,399656,0,399656,0,399656,0,0,31202,0,31202,368450,0,0,368450,0,0,0,0,0,6845,0,0,6845,5000,1845,0,0,0,0,0,55,1900,1900,0,1900,0,0,0,0,1900,0,0,0,0,1900,0,200,0,1700,1900,0,0,73,55,1
160,267589771,2017,ITR-3,MISSING,MISSING,0.1,0,476508,0,0,0,476508,0,0,0,0,0,0,0,0,0,0,11099,0,0,0,11099,487607,37993,449614,0,449614,0,0,152797,0,152797,296820,0,0,296820,0,0,0,0,0,4682,0,0,4682,4682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
161,267600012,2017,ITR-3,MISSING,MISSING,0.1,0,329130,0,0,0,329130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329130,0,329130,0,329130,0,0,0,0,0,329130,0,110100,439230,0,0,0,0,0,18923,0,11010,7913,5000,2913,0,0,0,0,0,87,3000,3000,0,3000,0,0,0,0,3000,0,0,0,0,3000,0,0,0,3000,3000,0,0,24,87,0
162,267646979,2017,ITR-3,MISSING,MISSING,0.1,0,258219,0,0,0,258219,0,0,0,0,0,0,0,0,0,0,1141,0,0,0,1141,259360,0,259360,0,259360,0,0,1141,0,1141,258220,0,0,258220,0,0,0,0,0,822,0,0,822,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
163,267659398,2017,ITR-3,MISSING,MISSING,0.1,0,277925,0,0,0,277925,0,0,0,0,0,0,0,0,0,0,2894,0,0,0,2894,280819,0,280819,0,280819,0,0,2894,0,2894,277930,0,0,277930,0,0,0,0,0,2793,0,0,2793,2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
164,267669568,2017,ITR-3,MISSING,MISSING,0.1,0,371200,0,0,0,371200,0,0,0,0,0,0,0,0,0,0,1850,0,0,0,1850,373050,0,373050,0,373050,0,0,63350,0,63350,309700,0,0,309700,0,0,0,0,0,5970,0,0,5970,5000,970,0,0,0,0,0,29,999,999,0,999,0,0,0,0,999,0,0,0,0,999,0,0,0,1000,1000,0,0,45,29,0
165,267679409,2017,ITR-3,MISSING,MISSING,0.1,0,68370,0,0,0,68370,0,0,0,0,0,0,0,0,0,0,232391,0,0,0,232391,300761,0,300761,0,300761,0,0,6641,0,6641,294120,0,190000,484120,0,0,0,0,0,23412,0,19000,4412,4412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
166,267687089,2017,ITR-3,MISSING,MISSING,0.1,0,853304,0,0,0,853304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853304,0,853304,0,853304,0,0,38580,0,38580,814720,0,0,814720,0,0,0,0,0,87944,0,0,87944,0,87944,0,0,0,0,0,2638,90582,90582,0,90582,0,0,0,0,90582,0,672,1695,2367,92949,0,56930,0,36019,92949,0,0,29,2638,0
167,267702895,2017,ITR-3,MISSING,MISSING,0.1,0,318216,0,0,0,318216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318216,0,318216,0,318216,0,0,25000,0,25000,293220,0,0,293220,0,0,0,0,0,4322,0,0,4322,4322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
168,267711539,2017,ITR-3,MISSING,MISSING,0.1,0,211550,0,0,0,211550,0,0,0,0,0,0,0,0,0,0,81000,0,0,0,81000,292550,0,292550,0,292550,0,0,0,0,0,292550,0,0,292550,0,0,0,0,0,4255,0,0,4255,4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,106,0,110,52,0,0
169,267721237,2017,ITR-3,MISSING,MISSING,0.1,0,222915,0,0,0,222915,0,0,0,0,0,0,0,0,0,0,1902,0,0,0,1902,224817,0,224817,0,224817,0,0,1799,0,1799,223020,0,139920,362940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
