RENT,BP_NONSPECULATIVE,BP_SPECULATIVE,BP_SPECIFIED,BP_PATENT115BBF,STCG_APPRATE,OINCOME,DEDUCTIONS,ST_CG_AMT_1,ST_CG_AMT_2,LT_CG_AMT_1,LT_CG_AMT_2,LOSSES_CY,LOSSES_BF,AGRI_INCOME,CORP
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
