FILING_SEQ_NO,AGE,AGEGRP,FORM_ID,ASSESSMENT_YEAR,SALARIES,INCOME_HP,PRFT_GAIN_BP_OTHR_SPECLTV_BUS,PRFT_GAIN_BP_SPECLTV_BUS,PRFT_GAIN_BP_SPCFD_BUS,PRFT_GAIN_BP_INC_115BBF,TOTAL_PROFTS_GAINS_BP,ST_CG_AMT_1,ST_CG_AMT_2,ST_CG_AMT_APPRATE,TOTAL_SCTG,LT_CG_AMT_1,LT_CG_AMT_2,TOTAL_LTCG,TOTAL_CAP_GAIN,INCOME_OS_NOT_RACEHORSE,INC_CHARBLE_SPL_RATE,INCOME_OS_RACEHORSE,TOTAL_INCOME_OS,GTI_BEFORE_LOSSES,CYL_SET_OFF,BAL_AFTR_CYL_SET_OFF,BFL_SET_OFF_BALANCE,GROSS_TOTAL_INCOME,INC_CHG_TAX_SPL_RATES,DEDUCT_SEC_10A_OR_10AA,PARTB_CHAPTER_VIA,PARTC_CHAPTER_VIA,TOTAL_DEDUC_VIA,TOTAL_INCOME,INC_SPL_111A_112,NET_AGRC_INCOME,AGGREGATE_INCOME,CY_LOSS_CARRYFWD,TAX_PAYBLE_TI_SEC115JC,SURCHARGE_ON_DEEMED_TI,EDUCATION_CESS_SEC115JC,TOTAL_TAX_PAYBL_SEC115JC,TAX_NORMAL_RATE,TAX_SI_RATE,REBATE_AGRC_INCOME,TAX_PAYABL_TOT_INCOM,REBATE_87A,TAX_PAYABLE_ON_REBATE,SURCHARGE_25OFSI,SURCHARGE_ON_ABOVE_CRORE,TOTAL_SURCHARGE,EDUCATION_CESS,GROSS_TAX_LIABILITY,GROSS_TAX_PAYABLE,CRDEDIT_US115JD_EY,TAX_PAYBLE_AFTR_CRDT_SEC115JD,RELIEF_89,RELIEF_90,RELIEF_91,TOTAL_RELIEF,NET_TAX_LIABILTY,INT_PAYABLE_234A,INT_PAYABLE_234B,INT_PAYABLE_234C,TOTAL_INT_PAYABLE,AGGREGATE_LIABILTY,ADVANCE_TAX,TOTAL_TDS,TOTAL_TCS,SELF_ASSESMNT_TAX,TOTAL_TAX_PAID,TAX_PAYBL,REFUND_AMOUNT,position,decile_group
289774652,56,0,ITR-1,2017,1758201,-96000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164971,1827172,0,0,0,1827172,0,0,0,0,200000,1627170,0,0,0,0,0,0,0,0,313151,0,0,313151,0,313151,0,0,0,9395,322546,322546,0,0,0,0,0,0,322546,0,2044,2578,4622,327168,0,271382,0,0,271382,55790,0,220548,10
301727064,42,0,ITR-2,2017,312538,0,0,0,0,0,0,2185,0,0,2185,0,79471,79471,81656,61317,0,0,61317,455511,0,455511,0,455511,52921,0,0,0,152590,302920,81656,0,0,0,0,0,0,0,0,10475,0,10475,5000,5475,0,0,0,165,5640,0,0,0,0,0,0,0,5640,0,0,0,0,5640,5000,1858,0,0,6858,0,1220,78937,7
281628487,59,0,ITR-1,2017,1093997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49003,1143000,0,0,0,1143000,0,0,0,0,155704,987300,0,0,0,0,0,0,0,0,122462,0,0,122462,0,122462,0,0,0,3674,126136,126136,0,0,0,0,0,0,126136,0,0,0,0,126136,0,121986,0,4150,126136,0,0,183592,10
302902803,40,0,ITR-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292262,292262,0,0,0,292262,0,0,0,0,0,292260,0,0,0,0,0,0,0,0,4226,0,0,4226,4226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10144,0,0,10144,0,10140,20481,3
314509503,50,0,ITR-1,2017,312611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312611,0,0,0,312611,0,0,0,0,26796,285820,0,0,0,0,0,0,0,0,3582,0,0,3582,3582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33394,4
278493843,48,0,ITR-1,2017,596895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596895,0,0,0,596895,0,0,0,0,225000,371900,0,0,0,0,0,0,0,0,12190,0,0,12190,5000,7190,0,0,0,216,7406,7406,0,0,0,0,0,0,7406,0,0,0,0,7406,0,15550,0,0,15550,0,8140,111397,8
282386699,32,0,ITR-1,2017,178914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178914,0,0,0,178914,0,0,0,0,12340,166570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3457,0,0,3457,0,3460,3612,1
289895628,60,1,ITR-1,2017,539758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27330,567088,0,0,0,567088,0,0,0,0,150000,417090,0,0,0,0,0,0,0,0,11709,0,0,11709,5000,6709,0,0,0,201,6910,6910,0,0,0,0,0,0,6910,0,0,0,0,6910,9246,2733,0,0,11979,0,5070,105638,8
290523828,39,0,ITR-4,2017,0,0,0,0,0,0,288530,0,0,0,0,0,0,0,0,0,0,0,1585,290115,0,0,0,290115,0,0,0,0,1585,288530,0,0,0,0,0,0,0,0,3853,0,0,3853,3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19338,3
290305922,61,1,ITR-3,2017,0,0,777831,0,0,0,777831,0,0,0,0,0,0,0,0,3650,0,0,3650,781481,0,781481,0,781481,0,0,145960,0,145960,635520,0,0,635520,0,0,0,0,0,47104,0,0,47104,0,47104,0,0,0,1413,48517,48517,0,48517,0,0,0,0,48517,0,540,135,675,49192,35000,0,0,15000,50000,0,810,141380,9
288787709,58,0,ITR-1,2017,3999087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586834,4585921,0,0,0,4585921,0,0,0,0,162506,4423420,0,0,0,0,0,0,0,0,1152026,0,0,1152026,0,1152026,0,0,0,34561,1186587,1186587,0,0,0,0,0,0,1186587,0,4868,6140,11008,1197595,0,1064830,0,132765,1197595,0,0,242234,10
289785642,56,0,ITR-3,2017,0,148627,695246,0,0,0,695246,0,0,0,0,0,0,0,0,1892,0,0,1892,845765,0,845765,0,845765,0,0,36958,0,36958,808810,0,0,808810,0,0,0,0,0,86762,0,0,86762,0,86762,0,0,0,2603,89365,89365,0,89365,0,0,0,0,89365,0,0,2118,2118,91483,100000,0,0,0,100000,0,8520,148534,9
279422984,62,1,ITR-1,2017,336035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115934,451969,0,0,0,451969,0,0,0,0,28088,423880,0,0,0,0,0,0,0,0,12388,0,0,12388,5000,7388,0,0,0,222,7610,7610,0,0,0,0,0,0,7610,0,0,0,0,7610,0,1989,0,5620,7609,0,0,77733,7
315767377,29,0,ITR-2,2017,2397500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1513,0,0,1513,2399013,200000,2199013,0,2199013,0,0,0,0,151513,2047500,0,0,2047500,0,0,0,0,0,439250,0,0,439250,0,439250,0,0,0,13178,452428,0,0,0,0,0,0,0,452428,0,0,0,0,452428,0,499550,0,0,499550,0,47120,228240,10
310213628,52,0,ITR-3,2017,0,0,909717,0,0,0,909717,0,0,0,0,0,0,0,0,13345,0,0,13345,923062,0,923062,0,923062,0,0,243122,0,243122,679940,0,0,679940,131260,0,0,0,0,60988,0,0,60988,0,60988,0,0,0,1830,62818,62818,0,62818,0,0,0,0,62818,0,528,330,858,63676,50000,6170,0,7510,63680,0,0,155371,9
305504355,28,0,ITR-3,2017,0,0,667954,0,0,0,667954,0,0,0,0,0,0,0,0,7436,0,0,7436,675390,128443,546947,0,546947,0,0,90797,0,90797,456150,0,0,456150,0,0,0,0,0,20615,0,0,20615,5000,15615,0,0,0,468,16083,16083,0,16083,0,0,0,0,16083,480,960,808,2248,18331,0,0,0,18340,18340,0,10,101349,8
283775483,31,0,ITR-1,2017,947381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109227,1056608,0,0,0,1056608,0,0,0,0,165090,891520,0,0,0,0,0,0,0,0,103304,0,0,103304,0,103304,0,0,0,3099,106403,106403,0,0,0,0,0,0,106403,0,224,686,910,107313,10000,90764,0,7460,108224,0,910,173010,10
293387290,52,0,ITR-1,2017,1091526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091526,0,0,0,1091526,0,0,0,0,150000,941530,0,0,0,0,0,0,0,0,113306,0,0,113306,0,113306,0,0,0,3399,116705,116705,0,0,0,0,0,0,116705,0,0,0,0,116705,0,116704,0,0,116704,0,0,177612,10
316817700,54,0,ITR-1,2017,352534,-17195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335339,0,0,0,335339,0,0,0,0,50410,284930,0,0,0,0,0,0,0,0,3493,0,0,3493,3493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14660,0,0,14660,0,14660,42919,4
318244658,36,0,ITR-3,2017,0,75974,374588,0,0,0,374588,0,0,0,0,0,0,0,0,0,0,0,0,450562,0,450562,0,450562,0,0,158229,0,158229,292330,0,0,292330,0,0,0,0,0,4233,0,0,4233,4233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77291,6
299069326,40,0,ITR-3,2017,0,0,1125956,0,0,0,1125956,0,0,0,0,0,0,0,0,0,0,0,0,1125956,0,1125956,0,1125956,0,0,150000,0,150000,975960,0,0,975960,0,0,0,0,0,120192,0,0,120192,0,120192,0,0,0,3606,123798,123798,0,123798,0,0,0,0,123798,0,1885,2928,4813,128611,86000,0,0,42610,128610,0,0,181718,10
280899295,32,0,ITR-1,2017,461851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461851,0,0,0,461851,0,0,0,0,81942,379910,0,0,0,0,0,0,0,0,12991,0,0,12991,5000,7991,0,0,0,240,8231,8231,0,0,0,0,0,0,8231,0,0,0,0,8231,0,12219,0,0,12219,0,3990,80822,7
289450755,65,1,ITR-2,2017,0,192500,0,0,0,0,0,0,0,0,0,0,0,0,0,51282,0,0,51282,243782,0,243782,0,243782,0,0,0,0,60000,183780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7375,2
355590348,47,0,ITR-3,2017,0,0,1634432,0,0,0,1634432,0,0,0,0,0,0,0,0,49567,0,0,49567,1683999,0,1683999,0,1683999,0,0,185000,0,185000,1499000,0,0,1499000,0,0,0,0,0,274700,0,0,274700,0,274700,0,0,0,8241,282941,282941,0,282941,0,0,0,0,282941,0,0,4404,4404,287345,250000,38242,0,0,288242,0,900,216266,10
338198352,20,0,ITR-3,2017,0,0,647740,0,0,0,647740,0,0,0,0,0,0,0,0,1579,0,0,1579,649319,0,649319,0,649319,0,0,151579,0,151579,497740,0,0,497740,0,0,0,0,0,24774,0,0,24774,5000,19774,0,0,0,593,20367,20367,0,20367,0,0,0,0,20367,1624,2436,1022,5082,25449,0,0,0,25450,25450,0,0,120748,8
288089933,51,0,ITR-1,2017,411910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411910,0,0,0,411910,0,0,0,0,75414,336500,0,0,0,0,0,0,0,0,8650,0,0,8650,5000,3650,0,0,0,110,3760,3760,0,0,0,0,0,0,3760,0,0,0,0,3760,0,9000,0,0,9000,0,5240,67086,6
283734498,30,0,ITR-1,2017,1260515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46865,1307380,0,0,0,1307380,0,0,0,0,150000,1157380,0,0,0,0,0,0,0,0,172214,0,0,172214,0,172214,0,0,0,5166,177380,177380,0,0,0,0,0,0,177380,0,0,0,0,177380,0,167594,0,9790,177384,0,0,198379,10
295357106,38,0,ITR-1,2017,334982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334982,0,0,0,334982,0,0,0,0,68473,266510,0,0,0,0,0,0,0,0,1651,0,0,1651,1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42783,4
279232221,51,0,ITR-2,2017,250000,168000,0,0,0,0,0,565927,0,0,565927,0,0,0,565927,14839,0,0,14839,998766,0,998766,0,998766,565927,0,0,0,162805,835960,565927,0,270033,0,0,0,0,0,2003,84889,0,86892,0,86892,0,0,0,2607,89499,0,0,0,0,0,0,0,89499,0,0,299,299,89798,65000,24000,0,800,89800,0,0,164363,10
325319740,26,0,ITR-4,2017,215231,0,0,0,0,0,101976,0,0,0,0,0,0,0,0,0,0,0,6842,324049,0,0,0,324049,0,0,0,0,39523,284530,0,0,0,0,0,0,0,0,3453,0,0,3453,3453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38566,4
299855743,33,0,ITR-2,2017,0,354005,0,0,0,0,0,139185,0,0,139185,0,274900,274900,414085,389223,0,0,389223,1157313,0,1157313,0,1157313,414085,0,0,0,9607,1147710,414085,0,733625,0,0,0,0,0,71725,75858,0,147583,0,147583,0,0,0,4427,152010,0,0,0,0,0,0,0,152010,406,2030,625,3061,155071,101907,9491,0,43954,155352,0,280,185131,10
283257865,45,0,ITR-1,2017,679197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679197,0,0,0,679197,0,0,0,0,150000,529200,0,0,0,0,0,0,0,0,30840,0,0,30840,0,30840,0,0,0,925,31765,31765,0,0,0,0,0,0,31765,0,0,0,0,31765,0,31765,0,0,31765,0,0,125691,9
286645776,43,0,ITR-2,2017,4132291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13255,0,0,13255,4145546,0,4145546,0,4145546,0,0,0,0,211800,3933750,0,0,3933750,0,0,0,0,0,1005125,0,0,1005125,0,1005125,0,0,0,30154,1035279,0,0,0,0,0,0,0,1035279,0,0,0,0,1035279,0,1051607,0,0,1051607,0,16330,241299,10
293044850,43,0,ITR-1,2017,380184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380184,0,0,0,380184,0,0,0,0,150000,230180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,5000,0,5000,57683,5
277250052,74,1,ITR-2,2017,0,165014,0,0,0,0,0,0,0,0,0,0,1472855,1472855,1472855,3797347,1972301,0,5769648,7407517,0,7407517,166410,7241107,3278746,0,0,0,10000,7231110,3278746,0,3952364,0,0,0,0,0,1005708,458519,0,1464227,0,1464227,0,0,0,43927,1508154,0,0,0,0,0,0,0,1508154,0,0,0,0,1508154,0,344418,0,1163740,1508158,0,0,245027,10
306239019,35,0,ITR-3,2017,0,0,376355,0,0,0,376355,0,0,1591546,1591546,0,210810,210810,1802356,0,0,0,0,2178711,0,2178711,0,2178711,210810,0,57250,0,57250,2121460,210810,0,1910650,0,0,0,0,0,398195,42162,0,440357,0,440357,0,0,0,13211,453568,453568,0,453568,0,0,0,0,453568,0,17675,3661,21336,474904,100000,0,0,374900,474900,0,0,227930,10
325254081,57,0,ITR-1,2017,829116,-25093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804023,0,0,0,804023,0,0,0,0,150000,654020,0,0,0,0,0,0,0,0,55804,0,0,55804,0,55804,0,0,0,1674,57478,57478,0,0,0,0,0,0,57478,0,0,0,0,57478,0,60500,0,0,60500,0,3020,144115,9
289795592,46,0,ITR-1,2017,548525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548525,0,0,0,548525,0,0,0,0,128517,420010,0,0,0,0,0,0,0,0,17001,0,0,17001,5000,12001,0,0,0,360,12361,12361,0,0,0,0,0,0,12361,0,0,0,0,12361,0,12370,0,0,12370,0,10,101737,8
340406478,56,0,ITR-3,2017,1874059,0,1332824,0,0,0,1332824,0,0,0,0,0,0,0,0,73835,0,0,73835,3280718,239735,3040983,0,3040983,0,0,293545,0,293545,2747440,0,0,2747440,0,0,0,0,0,649232,0,0,649232,0,649232,0,0,0,19477,668709,668709,0,668709,0,0,0,0,668709,11480,17220,1435,30135,698844,0,525187,0,173660,698847,0,0,236913,10
269920314,45,0,ITR-1,2017,360896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360896,0,0,0,360896,0,0,0,0,78105,282790,0,0,0,0,0,0,0,0,3279,0,0,3279,3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52116,5
340040726,55,0,ITR-3,2017,0,0,499300,0,0,0,499300,0,0,0,0,0,0,0,0,1365,0,0,1365,500665,0,500665,0,500665,0,0,1365,0,1365,499300,0,72000,571300,0,0,0,0,0,39260,0,7200,32060,5000,27060,0,0,0,812,27872,27872,0,27872,0,0,0,0,27872,2224,3336,1460,7020,34892,0,0,0,34892,34892,0,0,91188,7
331900584,68,1,ITR-2,2017,0,264264,0,0,0,0,0,0,0,0,0,0,0,0,0,138886,0,0,138886,403150,0,403150,0,403150,0,0,0,0,5151,398000,0,0,398000,0,0,0,0,0,9800,0,0,9800,5000,4800,0,0,0,144,4944,0,0,0,0,0,0,0,4944,0,0,0,0,4944,0,10765,0,0,10765,0,5820,64412,6
313396492,45,0,ITR-2,2017,58195104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58195104,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248856,11
297886210,48,0,ITR-1,2017,2410313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95099,2505412,0,0,0,2505412,0,0,0,0,150000,2355410,0,0,0,0,0,0,0,0,531623,0,0,531623,0,531623,0,0,0,15949,547572,547572,0,0,0,0,0,0,547572,198,990,996,2184,549756,0,527719,0,22040,549759,0,0,232448,10
297313171,37,0,ITR-1,2017,754078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90387,844465,0,0,0,844465,0,0,0,0,167019,677450,0,0,0,0,0,0,0,0,60490,0,0,60490,0,60490,0,0,0,1815,62305,62305,0,0,0,0,0,0,62305,480,2400,2424,5304,67609,0,14256,0,53353,67609,0,0,148400,9
284498241,51,0,ITR-1,2017,1320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320000,0,0,0,1320000,0,0,0,0,150000,1170000,0,0,0,0,0,0,0,0,176000,0,0,176000,0,176000,0,0,0,5280,181280,181280,0,0,0,0,0,0,181280,0,0,0,0,181280,0,181100,0,180,181280,0,0,199232,10
272495238,70,1,ITR-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178028,178028,0,0,0,178028,0,0,0,0,7674,170350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3587,1
292870482,52,0,ITR-1,2017,976579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,981079,0,0,0,981079,0,0,0,0,158400,822680,0,0,0,0,0,0,0,0,89536,0,0,89536,0,89536,0,0,0,2686,92222,92222,0,0,0,0,0,0,92222,0,0,0,0,92222,0,92222,0,0,92222,0,0,161419,10
349648309,39,0,ITR-2,2017,300000,90895,0,0,0,0,0,0,0,0,0,0,0,0,0,876916,0,0,876916,1267811,0,1267811,0,1267811,0,0,0,0,152785,1115030,0,0,1115030,0,0,0,0,0,159509,0,0,159509,0,159509,0,0,0,4785,164294,0,0,0,0,0,0,0,164294,0,0,0,0,164294,0,120141,0,44150,164291,0,0,195521,10
277642482,47,0,ITR-1,2017,582389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582389,0,0,0,582389,0,0,0,0,190000,392390,0,0,0,0,0,0,0,0,14239,0,0,14239,5000,9239,0,0,0,277,9516,9516,0,0,0,0,0,0,9516,0,0,0,0,9516,0,14100,0,0,14100,0,4580,108684,8
284237170,54,0,ITR-1,2017,911719,-23132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,888756,0,0,0,888756,0,0,0,0,182212,706540,0,0,0,0,0,0,0,0,66308,0,0,66308,0,66308,0,0,0,1989,68297,68297,0,0,0,0,0,0,68297,0,0,0,0,68297,0,68954,0,0,68954,0,660,152522,9
275213031,43,0,ITR-1,2017,2579709,-355779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2223930,0,0,0,2223930,0,0,0,0,150000,2073930,0,0,0,0,0,0,0,0,447179,0,0,447179,0,447179,0,0,0,13415,460594,460594,0,0,0,0,0,0,460594,0,0,0,0,460594,0,460594,0,0,460594,0,0,228618,10
346634461,68,1,ITR-1,2017,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187168,2987168,0,0,0,2987168,0,0,0,0,160000,2827170,0,0,0,0,0,0,0,0,668151,0,0,668151,0,668151,0,0,0,20044,688195,688195,0,0,0,0,0,0,688195,0,0,0,0,688195,20000,665139,0,4000,689139,0,940,236574,10
282806695,30,0,ITR-1,2017,842609,-123209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719400,0,0,0,719400,0,0,0,0,187250,532150,0,0,0,0,0,0,0,0,31430,0,0,31430,0,31430,0,0,0,943,32373,32373,0,0,0,0,0,0,32373,0,0,0,0,32373,0,32373,0,0,32373,0,0,132784,9
285353477,37,0,ITR-1,2017,2868801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220545,3089346,0,0,0,3089346,0,0,0,0,119551,2969800,0,0,0,0,0,0,0,0,715940,0,0,715940,0,715940,0,0,0,21478,737418,737418,0,0,0,0,0,0,737418,0,1812,2280,4092,741510,0,692096,0,49410,741506,0,0,237227,10
306396673,63,1,ITR-4,2017,0,0,0,0,0,0,1404052,0,0,0,0,0,0,0,0,0,0,0,27923,1431975,0,0,0,1431975,0,0,0,0,150811,1281160,0,0,0,0,0,0,0,0,204348,0,0,204348,0,204348,0,0,0,6130,210478,210478,0,0,0,0,0,0,210478,0,2660,380,3040,213518,0,172465,0,41050,213515,0,0,205838,10
284042852,49,0,ITR-1,2017,908172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908172,0,0,0,908172,0,0,0,0,150000,758170,0,0,0,0,0,0,0,0,76634,0,0,76634,0,76634,0,0,0,2299,78933,78933,0,0,0,0,0,0,78933,0,0,0,0,78933,0,78934,0,0,78934,0,0,154250,9
348549590,60,1,ITR-1,2017,4740728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,4740941,0,0,0,4740941,0,0,0,0,150000,4590940,0,0,0,0,0,0,0,0,1197282,0,0,1197282,0,1197282,0,0,0,35918,1233200,1233200,0,0,0,0,0,0,1233200,0,0,0,0,1233200,0,1369804,0,0,1369804,0,136600,242500,10
308904369,38,0,ITR-3,2017,0,0,8335388,0,0,0,8335388,0,0,0,0,0,0,0,0,74308,0,0,74308,8409696,0,8409696,0,8409696,0,0,172531,0,172531,8237170,0,0,8237170,0,0,0,0,0,2296151,0,0,2296151,0,2296151,0,0,0,68885,2365036,2365036,0,2365036,0,0,0,0,2365036,0,73209,103033,176242,2541278,600000,166290,0,1780000,2546290,0,5010,245597,10
337998465,28,0,ITR-4,2017,0,0,0,0,0,0,433836,0,0,0,0,0,0,0,0,0,0,0,0,433836,0,0,0,433836,0,0,0,0,88000,345840,0,0,0,0,0,0,0,0,9584,0,0,9584,5000,4584,0,0,0,138,4722,4722,0,0,0,0,0,0,4722,376,0,0,376,5098,0,0,0,5100,5100,0,0,72840,6
335739577,48,0,ITR-3,2017,0,0,223817,0,0,0,223817,0,0,0,0,0,0,0,0,18,0,0,18,223835,0,223835,0,223835,0,0,0,0,0,223840,0,0,223840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5493,1
285564807,80,2,ITR-1,2017,725424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36508,761932,0,0,0,761932,0,0,0,0,0,761930,0,0,0,0,0,0,0,0,52386,0,0,52386,0,52386,0,0,0,1572,53958,53958,0,0,0,0,0,0,53958,0,0,0,0,53958,0,50093,0,3870,53963,0,10,138961,9
273237441,58,0,ITR-1,2017,927207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927207,0,0,0,927207,0,0,0,0,161988,765220,0,0,0,0,0,0,0,0,78044,0,0,78044,0,78044,0,0,0,2341,80385,80385,0,0,0,0,0,0,80385,0,0,0,0,80385,0,82563,0,0,82563,0,2180,155697,9
333276795,61,1,ITR-3,2017,0,0,147688,0,0,0,147688,0,0,0,0,0,0,0,0,0,0,0,0,147688,0,147688,0,147688,0,0,0,0,0,147690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,0,1703,0,1700,2787,1
309588720,56,0,ITR-3,2017,0,0,780142,0,0,0,780142,5436,0,0,5436,0,0,0,5436,258631,0,0,258631,1044209,0,1044209,0,1044209,5436,0,165000,0,165000,879210,5436,0,873774,0,0,0,0,0,99755,815,0,100570,0,100570,0,0,0,3017,103587,103587,0,103587,0,0,0,0,103587,0,0,1443,1443,105030,85000,23196,0,0,108196,0,3170,171355,10
280625434,61,1,ITR-1,2017,573010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9599,582609,0,0,0,582609,0,0,0,0,9599,573010,0,0,0,0,0,0,0,0,34602,0,0,34602,0,34602,0,0,0,1038,35640,35640,0,0,0,0,0,0,35640,0,0,0,0,35640,0,35640,0,0,35640,0,0,108729,8
324119837,52,0,ITR-4,2017,0,0,0,0,0,0,321600,0,0,0,0,0,0,0,0,0,0,0,0,321600,0,0,0,321600,0,0,0,0,22896,298700,0,0,0,0,0,0,0,0,4870,0,0,4870,4870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37573,4
331034442,48,0,ITR-1,2017,1121520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19363,1140883,0,0,0,1140883,0,0,0,0,159963,980920,0,0,0,0,0,0,0,0,121184,0,0,121184,0,121184,0,0,0,3636,124820,124820,0,0,0,0,0,0,124820,0,0,0,0,124820,0,133510,0,0,133510,0,8690,183355,10
292456224,28,0,ITR-1,2017,442824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442824,0,0,0,442824,0,0,0,0,135217,307610,0,0,0,0,0,0,0,0,5761,0,0,5761,5000,761,0,0,0,23,784,784,0,0,0,0,0,0,784,0,0,0,0,784,0,790,0,0,790,0,10,75070,6
303804646,32,0,ITR-1,2017,934900,-127528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807372,0,0,0,807372,0,0,0,0,171425,635950,0,0,0,0,0,0,0,0,52190,0,0,52190,0,52190,0,0,0,1566,53756,53756,0,0,0,0,0,0,53756,0,0,0,0,53756,0,64474,0,0,64474,0,10720,144508,9
269303503,47,0,ITR-1,2017,479430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479430,0,0,0,479430,0,0,0,0,155000,324430,0,0,0,0,0,0,0,0,7443,0,0,7443,5000,2443,0,0,0,73,2516,2516,0,0,0,0,0,0,2516,0,0,0,0,2516,0,9713,0,0,9713,0,7200,85680,7
