FILING_SEQ_NO,AGE,AGEGRP,FORM_ID,ASSESSMENT_YEAR,SALARIES,INCOME_HP,PRFT_GAIN_BP_OTHR_SPECLTV_BUS,PRFT_GAIN_BP_SPECLTV_BUS,PRFT_GAIN_BP_SPCFD_BUS,PRFT_GAIN_BP_INC_115BBF,TOTAL_PROFTS_GAINS_BP,ST_CG_AMT_1,ST_CG_AMT_2,ST_CG_AMT_APPRATE,TOTAL_SCTG,LT_CG_AMT_1,LT_CG_AMT_2,TOTAL_LTCG,TOTAL_CAP_GAIN,INCOME_OS_NOT_RACEHORSE,INC_CHARBLE_SPL_RATE,INCOME_OS_RACEHORSE,TOTAL_INCOME_OS,GTI_BEFORE_LOSSES,CYL_SET_OFF,BAL_AFTR_CYL_SET_OFF,BFL_SET_OFF_BALANCE,GROSS_TOTAL_INCOME,INC_CHG_TAX_SPL_RATES,DEDUCT_SEC_10A_OR_10AA,PARTB_CHAPTER_VIA,PARTC_CHAPTER_VIA,TOTAL_DEDUC_VIA,TOTAL_INCOME,INC_SPL_111A_112,NET_AGRC_INCOME,AGGREGATE_INCOME,CY_LOSS_CARRYFWD,TAX_PAYBLE_TI_SEC115JC,SURCHARGE_ON_DEEMED_TI,EDUCATION_CESS_SEC115JC,TOTAL_TAX_PAYBL_SEC115JC,TAX_NORMAL_RATE,TAX_SI_RATE,REBATE_AGRC_INCOME,TAX_PAYABL_TOT_INCOM,REBATE_87A,TAX_PAYABLE_ON_REBATE,SURCHARGE_25OFSI,SURCHARGE_ON_ABOVE_CRORE,TOTAL_SURCHARGE,EDUCATION_CESS,GROSS_TAX_LIABILITY,GROSS_TAX_PAYABLE,CRDEDIT_US115JD_EY,TAX_PAYBLE_AFTR_CRDT_SEC115JD,RELIEF_89,RELIEF_90,RELIEF_91,TOTAL_RELIEF,NET_TAX_LIABILTY,INT_PAYABLE_234A,INT_PAYABLE_234B,INT_PAYABLE_234C,TOTAL_INT_PAYABLE,AGGREGATE_LIABILTY,ADVANCE_TAX,TOTAL_TDS,TOTAL_TCS,SELF_ASSESMNT_TAX,TOTAL_TAX_PAID,TAX_PAYBL,REFUND_AMOUNT,position,decile_group
293013475,35,0,ITR-1,2017,2923037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12868,2935905,0,0,0,2935905,0,0,0,0,172725,2763180,0,0,0,0,0,0,0,0,653954,0,0,653954,0,653954,0,0,0,19619,673573,673573,0,0,0,0,0,0,673573,0,0,0,0,673573,0,669600,0,3970,673570,0,0,236229,10
270162511,27,0,ITR-4,2017,0,0,0,0,0,0,309648,0,0,0,0,0,0,0,0,0,0,0,0,309648,0,0,0,309648,0,0,0,0,0,309650,0,0,0,0,0,0,0,0,5965,0,0,5965,5000,965,0,0,0,29,994,994,0,0,0,0,0,0,994,0,0,0,0,994,0,0,0,994,994,0,0,31716,4
335490541,29,0,ITR-4,2017,280000,0,0,0,0,0,720580,0,0,0,0,0,0,0,0,0,0,0,18431,1019011,0,0,0,1019011,0,0,0,0,172568,846440,0,0,0,0,0,0,0,0,94288,0,0,94288,0,94288,0,0,0,2829,97117,97117,0,0,0,0,0,0,97117,8238,12122,2020,22380,119497,0,0,0,119500,119500,0,0,167583,10
320725505,31,0,ITR-1,2017,890121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16036,906157,0,0,0,906157,0,0,0,0,153500,752660,0,0,0,0,0,0,0,0,75532,0,0,75532,0,75532,0,0,0,2266,77798,77798,0,0,0,0,0,0,77798,0,0,0,0,77798,0,118352,0,0,118352,0,40550,154090,9
279243794,55,0,ITR-1,2017,1243314,-4413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12653,1251554,0,0,0,1251554,0,0,0,0,259780,991770,0,0,0,0,0,0,0,0,123354,0,0,123354,0,123354,0,0,0,3701,127055,127055,0,0,0,0,0,0,127055,0,0,0,0,127055,0,125036,0,2020,127056,0,0,194214,10
305993958,45,0,ITR-3,2017,52286305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52286305,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247929,11
277109404,51,0,ITR-1,2017,735787,-23466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712321,0,0,0,712321,0,0,0,0,159402,552920,0,0,0,0,0,0,0,0,35584,0,0,35584,0,35584,0,0,0,1068,36652,36652,0,0,0,0,0,0,36652,0,0,0,0,36652,0,55000,0,0,55000,0,18350,131593,9
295260888,57,0,ITR-1,2017,1952597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952597,0,0,0,1952597,0,0,0,0,150000,1802600,0,0,0,0,0,0,0,0,365780,0,0,365780,0,365780,0,0,0,10973,376753,376753,0,0,0,0,0,0,376753,0,0,0,0,376753,0,376754,0,0,376754,0,0,223581,10
330364484,47,0,ITR-4,2017,0,0,0,0,0,0,263822,0,0,0,0,0,0,0,0,0,0,0,7214,271036,0,0,0,271036,0,0,0,0,16312,254720,0,0,0,0,0,0,0,0,472,0,0,472,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12765,2
271805397,37,0,ITR-1,2017,392764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,392911,0,0,0,392911,0,0,0,0,94360,298550,0,0,0,0,0,0,0,0,4855,0,0,4855,4855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40454,0,0,40454,0,40450,61218,6
290084392,63,1,ITR-1,2017,1594179,-45084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33945,1583040,0,0,0,1583040,0,0,0,0,150000,1433040,0,0,0,0,0,0,0,0,249912,0,0,249912,0,249912,0,0,0,7497,257409,257409,0,0,0,0,0,0,257409,0,0,0,0,257409,0,303040,0,0,303040,0,45630,212695,10
328819534,51,0,ITR-2,2017,0,0,0,0,0,0,224886,0,0,0,0,0,0,0,0,52696,0,0,52696,277582,0,277582,0,277582,0,0,0,0,51460,226120,0,0,226120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14575,2
290846904,37,0,ITR-1,2017,1149925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149925,0,0,0,1149925,0,0,0,0,170000,979930,0,0,0,0,0,0,0,0,120986,0,0,120986,0,120986,0,0,0,3630,124616,124616,0,0,0,0,0,0,124616,0,0,0,0,124616,0,184444,0,0,184444,0,59830,184319,10
287982581,41,0,ITR-1,2017,595311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595311,0,0,0,595311,0,0,0,0,165000,430310,0,0,0,0,0,0,0,0,18031,0,0,18031,5000,13031,0,0,0,391,13422,13422,0,0,0,0,0,0,13422,0,0,0,0,13422,0,28043,0,0,28043,0,14620,111102,8
337356236,36,0,ITR-3,2017,0,0,298142,0,0,0,298142,0,0,0,0,0,0,0,0,1169,0,0,1169,299311,0,299311,0,299311,0,0,21424,0,21424,277890,0,43276,321166,0,0,0,0,0,7117,0,4328,2789,2789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25607,3
336875667,47,0,ITR-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262950,262950,0,0,0,262950,0,0,0,0,0,262950,0,0,0,0,0,0,0,0,1295,0,0,1295,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10839,2
290631818,55,0,ITR-1,2017,611716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,611945,0,0,0,611945,0,0,0,0,150229,461720,0,0,0,0,0,0,0,0,21172,0,0,21172,5000,16172,0,0,0,485,16657,16657,0,0,0,0,0,0,16657,0,0,0,0,16657,0,16660,0,0,16660,0,0,114183,8
282024203,33,0,ITR-1,2017,2049840,-108771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1941069,0,0,0,1941069,0,0,0,0,220626,1720440,0,0,0,0,0,0,0,0,341132,0,0,341132,0,341132,0,0,0,10234,351366,351366,0,0,0,0,0,0,351366,0,0,0,0,351366,0,390032,0,0,390032,0,38670,223306,10
297579677,38,0,ITR-1,2017,1200000,-200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247527,1247527,0,0,0,1247527,0,0,0,0,173302,1074230,0,0,0,0,0,0,0,0,147269,0,0,147269,0,147269,0,0,0,4418,151687,151687,0,0,0,0,0,0,151687,0,0,0,0,151687,0,224597,0,0,224597,0,72910,193869,10
283086270,29,0,ITR-1,2017,1357971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357971,0,0,0,1357971,0,0,0,0,150000,1207970,0,0,0,0,0,0,0,0,187391,0,0,187391,0,187391,0,0,0,5622,193013,193013,0,0,0,0,0,0,193013,0,0,0,0,193013,0,193013,0,0,193013,0,0,201703,10
291112672,52,0,ITR-2,2017,0,358600,0,0,0,0,120000,0,0,0,0,0,0,0,0,280000,0,0,280000,758600,0,758600,0,758600,0,0,0,0,150000,608600,0,0,608600,0,0,0,0,0,46720,0,0,46720,0,46720,0,0,0,1401,48121,0,0,0,0,0,0,0,48121,0,0,54,54,48175,40000,35880,0,0,75880,0,27710,138527,9
289625701,29,0,ITR-1,2017,834222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834222,0,0,0,834222,0,0,0,0,138096,696130,0,0,0,0,0,0,0,0,64226,0,0,64226,0,64226,0,0,0,1927,66153,66153,0,0,0,0,0,0,66153,0,0,0,0,66153,0,66152,0,0,66152,0,0,147408,9
272351354,47,0,ITR-1,2017,1145193,-36908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108285,0,0,0,1108285,0,0,0,0,150000,958290,0,0,0,0,0,0,0,0,116658,0,0,116658,0,116658,0,0,0,3500,120158,120158,0,0,0,0,0,0,120158,0,0,0,0,120158,0,120200,0,0,120200,0,40,179665,10
298393851,46,0,ITR-1,2017,573505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573505,0,0,0,573505,0,0,0,0,150000,423510,0,0,0,0,0,0,0,0,17351,0,0,17351,5000,12351,0,0,0,371,12722,12722,0,0,0,0,0,0,12722,0,0,0,0,12722,0,12720,0,0,12720,0,0,106981,8
308708900,50,0,ITR-3,2017,0,0,721738,0,0,0,721738,0,0,0,0,0,0,0,0,145476,0,0,145476,867214,0,867214,0,867214,0,0,42455,0,42455,824760,0,0,824760,0,0,0,0,0,89952,0,0,89952,0,89952,0,0,0,2699,92651,92651,0,92651,0,0,0,0,92651,0,0,0,0,92651,0,0,93410,0,93410,0,760,150641,9
287848251,43,0,ITR-1,2017,4657573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24010,4681583,0,0,0,4681583,0,0,0,0,306622,4374960,0,0,0,0,0,0,0,0,1137488,0,0,1137488,0,1137488,0,0,0,34125,1171613,1171613,0,0,0,0,0,0,1171613,0,0,0,0,1171613,0,1178183,0,0,1178183,0,6570,242397,10
291611899,58,0,ITR-1,2017,1080490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5475,1085965,0,0,0,1085965,0,0,0,0,150000,935970,0,0,0,0,0,0,0,0,112194,0,0,112194,0,112194,0,0,0,3366,115560,115560,0,0,0,0,0,0,115560,0,0,0,0,115560,0,131890,0,0,131890,0,16330,176925,10
283473429,60,1,ITR-1,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365740,365740,0,0,0,365740,0,0,0,0,0,365740,0,0,0,0,0,0,0,0,6574,0,0,6574,5000,1574,0,0,0,47,1621,1621,0,0,0,0,0,0,1621,0,0,0,0,1621,0,36560,0,0,36560,0,34940,53582,5
331643086,35,0,ITR-4,2017,0,0,0,0,0,0,335487,0,0,0,0,0,0,0,0,0,0,0,0,335487,0,0,0,335487,0,0,0,0,54951,280540,0,0,0,0,0,0,0,0,3054,0,0,3054,3054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42976,4
300400806,47,0,ITR-1,2017,2400000,214200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298964,2913164,0,0,0,2913164,0,0,0,0,155182,2757980,0,0,0,0,0,0,0,0,652394,0,0,652394,0,652394,0,0,0,19572,671966,671966,0,0,0,0,0,0,671966,545,2725,2747,6017,677983,0,617445,0,60540,677985,0,0,236072,10
288846216,33,0,ITR-1,2017,775814,-147645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3613,631782,0,0,0,631782,0,0,0,0,153613,478170,0,0,0,0,0,0,0,0,22817,0,0,22817,5000,17817,0,0,0,534,18351,18351,0,0,0,0,0,0,18351,0,0,0,0,18351,0,51668,0,0,51668,0,33320,117684,8
291401160,29,0,ITR-1,2017,1491311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5104,1496415,0,0,0,1496415,0,0,0,0,345104,1151310,0,0,0,0,0,0,0,0,170393,0,0,170393,0,170393,0,0,0,5112,175505,175505,0,0,0,0,0,0,175505,0,1005,1688,2693,178198,0,141952,0,36250,178202,0,0,209026,10
272958861,87,2,ITR-1,2017,448074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315003,763077,0,0,0,763077,0,0,0,0,220000,543080,0,0,0,0,0,0,0,0,8616,0,0,8616,0,8616,0,0,0,258,8874,8874,0,0,0,0,0,0,8874,0,0,0,0,8874,0,26179,0,0,26179,0,17310,139117,9
325632686,43,0,ITR-2,2017,0,0,0,0,0,0,694808,0,0,0,0,0,0,0,0,4326,0,0,4326,699134,0,699134,0,699134,0,0,0,0,166295,532840,0,0,532840,0,0,0,0,0,31568,0,0,31568,0,31568,0,0,0,947,32515,0,0,0,0,0,0,0,32515,0,0,0,0,32515,110000,0,0,0,110000,0,77490,129220,9
290114436,56,0,ITR-1,2017,1636932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22372,1659304,0,0,0,1659304,0,0,0,0,150000,1509300,0,0,0,0,0,0,0,0,277790,0,0,277790,0,277790,0,0,0,8334,286124,286124,0,0,0,0,0,0,286124,0,0,0,0,286124,0,282377,0,3750,286127,0,0,215453,10
291900695,45,0,ITR-2,2017,1655000,0,0,0,0,0,0,0,0,287551,287551,0,0,0,287551,18954,0,0,18954,1961505,0,1961505,0,1961505,0,0,0,0,184464,1777040,0,0,1777040,0,0,0,0,0,358110,0,0,358110,0,358110,0,0,0,10743,368853,0,0,0,0,0,0,0,368853,0,3360,4242,7602,376455,0,284795,0,91660,376455,0,0,223795,10
290786305,44,0,ITR-1,2017,1250864,-200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450,1054314,0,0,0,1054314,0,0,0,0,166069,888250,0,0,0,0,0,0,0,0,102650,0,0,102650,0,102650,0,0,0,3080,105730,105730,0,0,0,0,0,0,105730,0,0,0,0,105730,0,105728,0,0,105728,0,0,172732,10
315571646,29,0,ITR-4,2017,0,0,0,0,0,0,316510,0,0,0,0,0,0,0,0,0,0,0,12400,328910,0,0,0,328910,0,0,0,0,14986,313920,0,0,0,0,0,0,0,0,6392,0,0,6392,5000,1392,0,0,0,42,1434,1434,0,0,0,0,0,0,1434,70,0,0,70,1504,0,0,0,1500,1500,0,0,40644,4
280103851,30,0,ITR-1,2017,570275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570275,0,0,0,570275,0,0,0,0,15672,554600,0,0,0,0,0,0,0,0,35920,0,0,35920,0,35920,0,0,0,1078,36998,36998,0,0,0,0,0,0,36998,0,0,0,0,36998,0,37926,0,0,37926,0,930,106327,8
283920989,58,0,ITR-1,2017,1472252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95581,1567833,0,0,0,1567833,0,0,0,0,200000,1367830,0,0,0,0,0,0,0,0,235349,0,0,235349,0,235349,0,0,0,7060,242409,242409,0,0,0,0,0,0,242409,0,628,1048,1676,244085,5150,221540,0,17400,244090,0,0,212107,10
285193439,50,0,ITR-1,2017,423590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423590,0,0,0,423590,0,0,0,0,98196,325390,0,0,0,0,0,0,0,0,7539,0,0,7539,5000,2539,0,0,0,76,2615,2615,0,0,0,0,0,0,2615,0,0,0,0,2615,0,5314,0,0,5314,0,2700,70176,6
317592654,32,0,ITR-4,2017,0,0,0,0,0,0,319864,0,0,0,0,0,0,0,0,0,0,0,0,319864,0,0,0,319864,0,0,0,0,0,319860,0,0,0,0,0,0,0,0,6986,0,0,6986,5000,1986,0,0,0,60,2046,2046,0,0,0,0,0,0,2046,40,0,0,40,2086,0,0,0,2086,2086,0,0,36764,4
274313446,33,0,ITR-1,2017,1227925,-200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027925,0,0,0,1027925,0,0,0,0,166502,861420,0,0,0,0,0,0,0,0,97284,0,0,97284,0,97284,0,0,0,2919,100203,100203,0,0,0,0,0,0,100203,0,0,0,0,100203,0,100204,0,0,100204,0,0,168962,10
266723331,56,0,ITR-1,2017,878628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878628,0,0,0,878628,0,0,0,0,150000,728630,0,0,0,0,0,0,0,0,70726,0,0,70726,0,70726,0,0,0,2122,72848,72848,0,0,9525,0,0,9525,63323,0,0,2115,2115,65438,54440,11000,0,0,65440,0,0,151677,9
307587427,41,0,ITR-3,2017,0,134400,709370,0,0,0,709370,0,0,0,0,0,0,0,0,23867,0,0,23867,867637,0,867637,0,867637,0,0,166898,0,166898,700740,0,0,700740,0,0,0,0,0,65148,0,0,65148,0,65148,0,0,0,1954,67102,67102,0,67102,0,0,0,0,67102,0,0,309,309,67411,70000,0,0,0,70000,0,2590,150686,9
299908327,46,0,ITR-3,2017,0,0,294975,0,0,0,294975,0,0,0,0,0,0,0,0,3885,0,0,3885,298860,0,298860,0,298860,0,0,410,0,410,298450,0,0,298450,0,0,0,0,0,4845,0,0,4845,4845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30812,0,0,30812,0,30810,25211,3
279452022,38,0,ITR-1,2017,814887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814887,0,0,0,814887,0,0,0,0,150000,664890,0,0,0,0,0,0,0,0,57978,0,0,57978,0,57978,0,0,0,1739,59717,59717,0,0,0,0,0,0,59717,0,0,0,0,59717,0,59717,0,0,59717,0,0,145389,9
321586435,39,0,ITR-3,2017,0,0,276061,0,0,0,276061,0,0,0,0,0,0,0,0,248,0,0,248,276309,0,276309,0,276309,0,0,12984,0,12984,263330,0,0,263330,0,0,0,0,0,1333,0,0,1333,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14219,2
280947707,38,0,ITR-1,2017,508001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508001,0,0,0,508001,0,0,0,0,150000,358000,0,0,0,0,0,0,0,0,10800,0,0,10800,5000,5800,0,0,0,174,5974,5974,0,0,0,0,0,0,5974,0,0,0,0,5974,0,5974,0,0,5974,0,0,93042,7
304197060,29,0,ITR-3,2017,0,0,597391,0,0,0,597391,0,0,0,0,0,0,0,0,105312,0,0,105312,702703,200000,502703,0,502703,0,0,190032,0,190032,312670,0,0,312670,0,0,0,0,0,6267,0,0,6267,5000,1267,0,0,0,38,1305,1305,0,1305,0,0,0,0,1305,0,0,0,0,1305,0,6311,0,0,6311,0,5010,91758,7
283770384,36,0,ITR-1,2017,761834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761834,0,0,0,761834,0,0,0,0,154617,607220,0,0,0,0,0,0,0,0,46444,0,0,46444,0,46444,0,0,0,1393,47837,47837,0,0,0,0,0,0,47837,0,0,0,0,47837,0,47838,0,0,47838,0,0,138946,9
279382810,38,0,ITR-1,2017,1311952,-315835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996117,0,0,0,996117,0,0,0,0,160632,835490,0,0,0,0,0,0,0,0,92098,0,0,92098,0,92098,0,0,0,2763,94861,94861,0,0,0,0,0,0,94861,0,0,0,0,94861,0,94861,0,0,94861,0,0,163923,10
282105891,25,0,ITR-1,2017,999327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697,1003024,0,0,0,1003024,0,0,0,0,153697,849330,0,0,0,0,0,0,0,0,94866,0,0,94866,0,94866,0,0,0,2846,97712,97712,0,0,0,0,0,0,97712,0,0,0,0,97712,0,97711,0,0,97711,0,0,165021,10
325619119,36,0,ITR-3,2017,0,0,1103592,0,0,0,1103592,0,0,0,0,0,0,0,0,30331,0,0,30331,1133923,0,1133923,0,1133923,0,0,203923,0,203923,930000,0,0,930000,0,0,0,0,0,111000,0,0,111000,0,111000,0,0,0,3330,114330,114330,0,114330,0,0,0,0,114330,0,0,0,0,114330,0,160078,0,0,160078,0,45748,182551,10
293311468,53,0,ITR-2,2017,8080751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75704,0,0,75704,8156455,0,8156455,0,8156455,0,0,0,0,413800,7742660,0,0,7742660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,1022,2037,2037,0,2191928,0,22340,2214268,0,2212230,245481,10
278451640,52,0,ITR-1,2017,642810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321,644131,0,0,0,644131,0,0,0,0,151321,492810,0,0,0,0,0,0,0,0,24281,0,0,24281,5000,19281,0,0,0,578,19859,19859,0,0,0,0,0,0,19859,0,0,0,0,19859,0,19860,0,0,19860,0,0,119814,8
333379084,48,0,ITR-1,2017,2237662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2237662,0,0,0,2237662,0,0,0,0,150000,2087660,0,0,0,0,0,0,0,0,451298,0,0,451298,0,451298,0,0,0,13539,464837,464837,0,0,0,0,0,0,464837,0,0,0,0,464837,0,464838,0,0,464838,0,0,228842,10
335260915,64,1,ITR-4,2017,0,0,0,0,0,0,382000,0,0,0,0,0,0,0,0,0,0,0,0,382000,0,0,0,382000,0,0,0,0,60000,322000,0,0,0,0,0,0,0,0,2200,0,0,2200,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58166,5
289261634,40,0,ITR-3,2017,0,0,280000,0,0,0,280000,0,0,0,0,0,0,0,0,2747,0,0,2747,282747,0,282747,0,282747,0,0,2747,0,2747,280000,0,0,280000,0,0,0,0,0,3000,0,0,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16253,2
322345955,28,0,ITR-4,2017,300000,0,0,0,0,0,509840,0,0,0,0,0,0,0,0,0,0,0,134058,943898,0,0,0,943898,0,0,0,0,150000,793900,0,0,0,0,0,0,0,0,83780,0,0,83780,0,83780,0,0,0,2513,86293,86293,0,0,0,0,0,0,86293,1204,1892,172,3268,89561,0,69065,0,20500,89565,0,0,156996,9
286599381,22,0,ITR-1,2017,1070144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070144,0,0,0,1070144,0,0,0,0,136424,933720,0,0,0,0,0,0,0,0,111744,0,0,111744,0,111744,0,0,0,3352,115096,115096,0,0,0,0,0,0,115096,0,0,0,0,115096,0,126640,0,0,126640,0,11540,174867,10
272268821,58,0,ITR-1,2017,850420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850420,0,0,0,850420,0,0,0,0,95872,754550,0,0,0,0,0,0,0,0,75909,0,0,75909,0,75909,0,0,0,2277,78186,78186,0,0,0,0,0,0,78186,0,0,0,0,78186,0,78187,0,0,78187,0,1,149015,9
328023611,38,0,ITR-1,2017,1648403,-200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7548,1455951,0,0,0,1455951,0,0,0,0,157548,1298400,0,0,0,0,0,0,0,0,214520,0,0,214520,0,214520,0,0,0,6436,220956,220956,0,0,0,0,0,0,220956,0,0,0,0,220956,0,223070,0,0,223070,0,2110,207029,10
285570144,34,0,ITR-2,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276867,0,0,276867,276867,0,276867,0,276867,0,0,0,0,24268,252600,0,0,252600,0,0,0,0,0,260,0,0,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,752,0,750,14384,2
348091751,33,0,ITR-3,2017,1164452,0,82496,0,0,0,82496,0,0,0,0,0,0,0,0,18062,0,0,18062,1265010,232808,1032202,0,1032202,0,0,160000,0,160000,872200,0,0,872200,0,0,0,0,0,99440,0,0,99440,0,99440,0,0,0,2983,102423,102423,0,102423,0,0,0,0,102423,0,0,0,0,102423,0,112223,0,0,112223,0,9800,169598,10
284701808,43,0,ITR-1,2017,602024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3245,605269,0,0,0,605269,0,0,0,0,153245,452020,0,0,0,0,0,0,0,0,20202,0,0,20202,5000,15202,0,0,0,456,15658,15658,0,0,0,0,0,0,15658,0,0,0,0,15658,0,25000,0,0,25000,0,9340,112974,8
289426682,26,0,ITR-1,2017,305357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305357,0,0,0,305357,0,0,0,0,103386,201970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5032,0,0,5032,0,5030,29421,3
274619968,41,0,ITR-1,2017,567718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567718,0,0,0,567718,0,0,0,0,180000,387720,0,0,0,0,0,0,0,0,13772,0,0,13772,5000,8772,0,0,0,263,9035,9035,0,0,0,0,0,0,9035,0,0,0,0,9035,0,27500,0,0,27500,0,18470,105783,8
285270432,33,0,ITR-2,2017,8796736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195182,0,0,195182,8991918,200000,8791918,0,8791918,0,0,0,0,160000,8631920,0,0,8631918,0,0,0,0,0,2414576,0,0,2414576,0,2414576,0,0,0,72438,2487014,0,0,0,0,0,0,0,2487014,0,0,0,0,2487014,0,2487018,0,0,2487018,0,0,245739,10
329591255,45,0,ITR-2,2017,68949030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68949030,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250070,11
278730797,41,0,ITR-4,2017,0,-200000,0,0,0,0,700357,0,0,0,0,0,0,0,0,0,0,0,670,501027,0,0,0,501027,0,0,0,0,143886,357140,0,0,0,0,0,0,0,0,10714,0,0,10714,5000,5714,0,0,0,171,5885,5885,0,0,0,0,0,0,5885,0,0,0,0,5885,0,50299,0,0,50299,0,44410,91289,7
285783666,59,0,ITR-1,2017,942507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942507,0,0,0,942507,0,0,0,0,111781,830730,0,0,0,0,0,0,0,0,91146,0,0,91146,0,91146,0,0,0,2734,93880,93880,0,0,0,0,0,0,93880,0,0,0,0,93880,0,93880,0,0,93880,0,0,156900,9
